station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,snowdepth,tmp_c,P_mm,meltrate,HP_fresh_snow,snowfall,cummulative_snowfall,delta_snow_depth,albedo,wind_speed_ms,U10,U10_thres,blowing,TTE
P60,2023-12-05T10:56:00Z,34,31,88.63,0.00,0,0,30.42,1030.50,null,null,null,null,null,null,null,null,34.00,575.1757832447973,1.1111111111111112,0,0.5555555555555556,146.62573677765175,0,1122.675783244797,-0.5555555555555429,0.8020983779144097,0,0,9.657093205696079,FALSE,NA
P60,2023-12-05T11:56:00Z,35,32,88.68,0.00,0,0,30.41,1029.80,null,null,null,null,null,null,null,null,35.00,574.342449911464,1.6666666666666667,0,0.8333333333333334,165.4554850985772,0,1122.675783244797,-0.8333333333333712,0.7990924488300547,0,0,9.77063980854412,FALSE,NA
P60,2023-12-05T12:56:00Z,35,32,88.68,null,3,0,30.4,1029.40,null,null,null,null,null,null,null,null,32.12,573.5091165781306,1.6666666666666667,0,0.8333333333333334,165.4554850985772,0,1122.675783244797,-0.8333333333333712,0.7961164292398272,1.5432098765432098,2.0119814336856185,9.77063980854412,FALSE,NA
P60,2023-12-05T13:56:00Z,35,32,88.68,0.00,0,0,30.38,1028.80,null,null,null,null,null,null,null,null,35.00,572.6757832447972,1.6666666666666667,0,0.8333333333333334,165.4554850985772,0,1122.675783244797,-0.8333333333333712,0.7931700215392882,0,0,9.77063980854412,FALSE,NA
P60,2023-12-05T14:56:00Z,36,32,85.23,null,4,0,30.38,1028.30,null,null,null,null,null,null,null,null,32.09,571.5646721336861,2.2222222222222223,0,1.1111111111111112,188.79010735049764,0,1122.675783244797,-1.1111111111110858,0.7902529310852123,2.05761316872428,2.682641911580825,9.884186411392157,FALSE,NA
P60,2023-12-05T15:56:00Z,35,32,88.68,0.00,0,0,30.38,1028.40,null,null,null,null,null,null,null,null,35.00,570.7313388003528,1.6666666666666667,0,0.8333333333333334,165.4554850985772,0,1122.675783244797,-0.8333333333333712,0.7873648661661232,0,0,9.77063980854412,FALSE,NA
P60,2023-12-05T16:56:00Z,34,31,88.63,0.00,0,0,30.38,1028.80,null,null,null,null,null,null,null,null,34.00,570.1757832447972,1.1111111111111112,0,0.5555555555555556,146.62573677765175,0,1122.675783244797,-0.5555555555555429,0.7845055379731223,0,0,9.657093205696079,FALSE,NA
P60,2023-12-05T17:56:00Z,34,32,92.29,0.00,0,0,30.37,1028.40,null,null,null,null,null,null,null,null,34.00,569.6202276892417,1.1111111111111112,0,0.5555555555555556,146.62573677765175,0,1122.675783244797,-0.5555555555555429,0.7816746605710073,0,0,9.657093205696079,FALSE,NA
P60,2023-12-05T18:56:00Z,32,31,96.04,0.00,0,0,30.36,1028.20,null,null,null,null,null,null,null,null,32.00,569.6202276892417,0,0,0,119.17,0,1122.675783244797,0,0.7808619841198455,0,0,9.43,FALSE,NA
P60,2023-12-05T19:56:00Z,34,32,92.29,null,3,0,30.36,1027.80,null,null,null,null,null,null,null,null,30.97,569.0646721336861,1.1111111111111112,0,0.5555555555555556,146.62573677765175,0,1122.675783244797,-0.5555555555555429,0.7780673606843146,1.5432098765432098,2.0119814336856185,9.657093205696079,FALSE,NA
P60,2023-12-05T20:56:00Z,33,31,92.25,0.00,0,0,30.37,1028.40,null,null,null,null,null,null,null,null,33.00,568.7868943559083,0.5555555555555556,0,0.2777777777777778,131.43117232310118,0,1122.675783244797,-0.2777777777778283,0.7753005442165756,0,0,9.54354660284804,FALSE,NA
P60,2023-12-05T21:56:00Z,30,29,96,0.00,0,0,30.36,1028.40,null,null,null,null,null,null,null,null,30.00,568.7868943559083,-1.1111111111111112,0,0,101.29193205395168,0,1122.675783244797,0,0.7745512912828425,0,0,9.202906794303921,FALSE,NA
P60,2023-12-05T22:56:00Z,29,28,95.99,0.00,0,0,30.36,1028.40,null,null,null,null,null,null,null,null,29.00,568.7868943559083,-1.6666666666666667,0,0,94.8493016520642,0,1122.675783244797,0,0.773809493540364,0,0,9.08936019145588,FALSE,NA
P60,2023-12-05T23:56:00Z,27,25,92.05,0.00,0,0,30.35,1028.40,null,null,null,null,null,null,null,null,27.00,568.7868943559083,-2.7777777777777777,0,0,85.45527463401083,0,1122.675783244797,0,0.7730750768087477,0,0,8.862266985759803,FALSE,NA
P60,2023-12-06T00:56:00Z,25,23,91.97,0.00,0,0,30.33,1028.00,null,null,null,null,null,null,null,null,25.00,568.7868943559083,-3.8888888888888897,0,0,79.33826329041156,0,1122.675783244797,0,0.7723479676457082,0,0,8.635173780063724,FALSE,NA
P60,2023-12-06T01:56:00Z,27,25,92.05,0.00,0,0,30.33,1027.60,null,null,null,null,null,null,null,null,27.00,568.7868943559083,-2.7777777777777777,0,0,85.45527463401083,0,1122.675783244797,0,0.7716280933397236,0,0,8.862266985759803,FALSE,NA
P60,2023-12-06T02:56:00Z,25,23,91.97,null,3,0,30.33,1027.60,null,null,null,null,null,null,null,null,20.69,568.7868943559083,-3.8888888888888897,0,0,79.33826329041156,0,1122.675783244797,0,0.7709153819027632,1.5432098765432098,2.0119814336856185,8.635173780063724,FALSE,NA
P60,2023-12-06T03:56:00Z,23,21,91.9,300.00,3,0,30.31,1027.80,null,null,null,null,null,null,null,null,18.40,568.7868943559083,-5,0,0,75.35511232588772,0,1122.675783244797,0,0.7702097620630894,1.5432098765432098,2.0119814336856185,8.408080574367643,FALSE,NA
P60,2023-12-06T04:56:00Z,22,20,91.87,290.00,3,0,30.3,1027.60,null,null,null,null,null,null,null,null,17.26,568.7868943559083,-5.555555555555555,0,0,73.91972402907676,0,1122.675783244797,0,0.7695111632581303,1.5432098765432098,2.0119814336856185,8.294533971519604,FALSE,NA
P60,2023-12-06T05:56:00Z,20,17,87.92,280.00,3,0,30.27,1027.10,null,null,null,null,null,null,null,null,14.97,568.7868943559083,-6.666666666666667,0,0,71.82677819786949,0,1122.675783244797,0,0.7688195156274231,1.5432098765432098,2.0119814336856185,8.067440765823527,FALSE,NA
P60,2023-12-06T06:56:00Z,19,16,87.87,0.00,0,0,30.27,1027.20,null,null,null,null,null,null,null,null,19.00,568.7868943559083,-7.222222222222222,0,0,71.07255372113457,0,1122.675783244797,0,0.7681347500056285,0,0,7.953894162975486,FALSE,NA
P60,2023-12-06T07:56:00Z,19,16,87.87,0.00,0,0,30.25,1026.30,null,null,null,null,null,null,null,null,19.00,568.7868943559083,-7.222222222222222,0,0,71.07255372113457,0,1122.675783244797,0,0.7674567979156136,0,0,7.953894162975486,FALSE,NA
P60,2023-12-06T08:56:00Z,21,20,95.84,0.00,0,0,30.25,1026.20,null,null,null,null,null,null,null,null,21.00,568.7868943559083,-6.111111111111112,0,0,72.76144513859558,0,1122.675783244797,0,0.7667855915616044,0,0,8.180987368671564,FALSE,NA
P60,2023-12-06T09:56:00Z,26,25,95.93,0.00,0,0,30.23,1025.30,null,null,null,null,null,null,null,null,26.00,568.7868943559083,-3.3333333333333335,0,0,82.06999585303159,0,1122.675783244797,0,0.7661210638224063,0,0,8.748720382911763,FALSE,NA
P60,2023-12-06T10:56:00Z,37,29,72.54,0.00,0,0,30.2,1022.40,null,null,null,null,null,null,null,null,37.00,567.3980054670194,2.7777777777777777,0,1.3888888888888888,217.70736032486235,0,1122.675783244797,-1.3888888888889142,0.7634731149945251,0,0,9.997733014240197,FALSE,NA
P60,2023-12-06T11:56:00Z,37,27,66.82,0.00,0,0,30.16,1021.30,null,null,null,null,null,null,null,null,37.00,566.0091165781305,2.7777777777777777,0,1.3888888888888888,217.70736032486235,0,1122.675783244797,-1.3888888888889142,0.760851513697705,0,0,9.997733014240197,FALSE,NA
P60,2023-12-06T12:56:00Z,41,27,57.15,null,NA,0,30.12,1019.50,null,null,null,null,null,null,null,null,null,563.5091165781305,5,0,2.5,421.1846697017323,0,1122.675783244797,-2.5,0.7582559977696317,NA,NA,10.451919425632356,NA,NA
P60,2023-12-06T13:56:00Z,40,27,59.41,0.00,0,0,30.1,1018.20,null,null,null,null,null,null,null,null,40.00,561.2868943559083,4.444444444444445,0,2.2222222222222223,352.9850312374796,0,1122.675783244797,-2.2222222222221717,0.7556863076565494,0,0,10.338372822784317,FALSE,NA
P60,2023-12-06T14:56:00Z,41,25,52.61,null,3,0,30.07,1017.60,null,null,null,null,null,null,null,null,38.98,558.7868943559083,5,0,2.5,421.1846697017323,0,1122.675783244797,-2.5,0.7531421863873055,1.5432098765432098,2.0119814336856185,10.451919425632356,FALSE,NA
P60,2023-12-06T15:56:00Z,38,25,59.13,0.00,0,0,30.05,1017.70,null,null,null,null,null,null,null,null,38.00,557.1202276892417,3.3333333333333335,0,1.6666666666666667,253.54284592028836,0,1122.675783244797,-1.6666666666666288,0.7506233795476527,0,0,10.111279617088236,FALSE,NA
P60,2023-12-06T16:56:00Z,28,24,84.72,0.00,0,0,30.02,1018.80,null,null,null,null,null,null,null,null,28.00,557.1202276892417,-2.2222222222222223,0,0,89.65045559050863,0,1122.675783244797,0,0.7501196685049746,0,0,8.975813588607842,FALSE,NA
P60,2023-12-06T17:56:00Z,26,23,88.23,0.00,0,0,29.99,1018.50,null,null,null,null,null,null,null,null,26.00,557.1202276892417,-3.3333333333333335,0,0,82.06999585303159,0,1122.675783244797,0,0.7496209694709135,0,0,8.748720382911763,FALSE,NA
P60,2023-12-06T18:56:00Z,24,21,88.13,290.00,3,0,29.96,1017.60,null,null,null,null,null,null,null,null,19.54,557.1202276892417,-4.444444444444445,0,0,77.13390634480132,0,1122.675783244797,0,0.7491272325751505,1.5432098765432098,2.0119814336856185,8.521627177215683,FALSE,NA
P60,2023-12-06T19:56:00Z,23,20,88.08,null,3,0,29.94,1017.30,null,null,null,null,null,null,null,null,18.40,557.1202276892417,-5,0,0,75.35511232588772,0,1122.675783244797,0,0.7486384084435844,1.5432098765432098,2.0119814336856185,8.408080574367643,FALSE,NA
P60,2023-12-06T20:56:00Z,22,19,88.02,null,3,0,29.92,1016.20,null,null,null,null,null,null,null,null,17.26,557.1202276892417,-5.555555555555555,0,0,73.91972402907676,0,1122.675783244797,0,0.7481544481933948,1.5432098765432098,2.0119814336856185,8.294533971519604,FALSE,NA
P60,2023-12-06T21:56:00Z,20,18,91.79,290.00,3,0,29.9,1015.40,null,null,null,null,null,null,null,null,14.97,557.1202276892417,-6.666666666666667,0,0,71.82677819786949,0,1122.675783244797,0,0.7476753034281535,1.5432098765432098,2.0119814336856185,8.067440765823527,FALSE,NA
P60,2023-12-06T22:56:00Z,19,17,91.76,0.00,0,0,29.87,1012.20,null,null,null,null,null,null,null,null,19.00,557.1202276892417,-7.222222222222222,0,0,71.07255372113457,0,1122.675783244797,0,0.7472009262329844,0,0,7.953894162975486,FALSE,NA
P60,2023-12-06T23:56:00Z,20,18,91.79,280.00,5,0,29.85,1011.00,null,null,null,null,null,null,null,null,12.14,557.1202276892417,-6.666666666666667,0,0,71.82677819786949,0,1122.675783244797,0,0.746731269169773,2.57201646090535,3.3533023894760317,8.067440765823527,FALSE,NA
P60,2023-12-07T00:56:00Z,22,20,91.87,0.00,0,0,29.8,1008.20,null,null,null,null,null,null,null,null,22.00,557.1202276892417,-5.555555555555555,0,0,73.91972402907676,0,1122.675783244797,0,0.7462662852724213,0,0,8.294533971519604,FALSE,NA
P60,2023-12-07T01:56:00Z,26,21,81.09,null,NA,0,29.79,1007.60,null,null,null,null,null,null,null,null,null,557.1202276892417,-3.3333333333333335,0,0,82.06999585303159,0,1122.675783244797,0,0.7458059280421523,NA,NA,8.748720382911763,NA,NA
P60,2023-12-07T02:56:00Z,28,26,92.08,0.00,0,0.02,29.77,1006.10,null,null,null,null,null,null,null,null,28.00,562.7866796515202,-2.2222222222222223,0.508,0,89.65045559050863,5.66645196227851,1128.3422352070754,5.666451962278529,0.84,0,0,8.975813588607842,FALSE,NA
P60,2023-12-07T03:56:00Z,29,27,92.12,0.00,0,0.03,29.73,1005.20,null,null,null,null,null,null,null,null,29.00,570.8204762818343,-1.6666666666666667,0.7619999999999999,0,94.8493016520642,8.033796630314109,1136.3760318373895,8.0337966303141,0.84,0,0,9.08936019145588,FALSE,NA
P60,2023-12-07T04:56:00Z,29,27,92.12,0.00,0,0.02,29.7,1005.80,null,null,null,null,null,null,null,null,29.00,576.1763407020437,-1.6666666666666667,0.508,0,94.8493016520642,5.355864420209406,1141.731896257599,5.3558644202094,0.84,0,0,9.08936019145588,FALSE,NA
P60,2023-12-07T05:56:00Z,29,27,92.12,null,3,0.02,29.7,1006.10,null,null,null,null,null,null,null,null,25.26,581.5322051222531,-1.6666666666666667,0.508,0,94.8493016520642,5.355864420209406,1147.0877606778083,5.3558644202094,0.84,1.5432098765432098,2.0119814336856185,9.08936019145588,FALSE,NA
P60,2023-12-07T06:56:00Z,29,26,88.38,null,6,0.01,29.69,1006.20,null,null,null,null,null,null,null,null,21.92,584.2101373323578,-1.6666666666666667,0.254,0,94.8493016520642,2.677932210104703,1149.765692887913,2.6779322101047,0.84,3.0864197530864197,4.023962867371237,9.08936019145588,FALSE,NA
P60,2023-12-07T07:56:00Z,29,26,88.38,280.00,6,0.01,29.7,1006.70,null,null,null,null,null,null,null,null,21.92,586.8880695424625,-1.6666666666666667,0.254,0,94.8493016520642,2.677932210104703,1152.4436250980175,2.6779322101047,0.84,3.0864197530864197,4.023962867371237,9.08936019145588,FALSE,NA
P60,2023-12-07T08:56:00Z,29,26,88.38,null,5,0,29.7,1006.80,null,null,null,null,null,null,null,null,22.83,586.8880695424625,-1.6666666666666667,0,0,94.8493016520642,0,1152.4436250980175,0,0.8386069767248835,2.57201646090535,3.3533023894760317,9.08936019145588,FALSE,NA
P60,2023-12-07T09:56:00Z,29,24,81.32,260.00,14,0.01,29.69,1006.80,null,25.00,null,null,null,null,null,null,17.30,589.5660017525672,-1.6666666666666667,0.254,0,94.8493016520642,2.677932210104703,1155.1215573081224,2.6779322101047,0.84,7.20164609053498,9.389246690532888,9.08936019145588,TRUE,0.004958984551195914
P60,2023-12-07T10:56:00Z,28,22,77.89,270.00,13,0.01,29.68,1007.00,null,24.00,null,null,null,27.00,240.00,2023-12-07 10:45,16.44,592.3992277337064,-2.2222222222222223,0.254,0,89.65045559050863,2.833225981139255,1157.9547832892615,2.833225981139208,0.84,6.6872427983539096,8.718586212637682,8.975813588607842,FALSE,NA
P60,2023-12-07T11:56:00Z,28,24,84.72,260.00,8,0,29.71,1007.90,null,16.00,null,null,null,null,null,null,19.19,592.3992277337064,-2.2222222222222223,0,0,89.65045559050863,0,1157.9547832892615,0,0.8386069767248835,4.11522633744856,5.36528382316165,8.975813588607842,FALSE,NA
P60,2023-12-07T12:56:00Z,26,22,84.59,270.00,7,0.08,29.73,1008.70,null,15.00,null,null,null,null,null,null,17.47,617.1585807576647,-3.3333333333333335,2.032,0,82.06999585303159,24.759353023958266,1182.71413631322,24.759353023958283,0.84,3.60082304526749,4.694623345266444,8.748720382911763,FALSE,NA
P60,2023-12-07T13:56:00Z,25,21,84.53,null,5,0.01,29.76,1008.90,null,null,null,null,null,null,null,null,18.08,620.3600624824443,-3.8888888888888897,0.254,0,79.33826329041156,3.2014817247795393,1185.9156180379996,3.201481724779569,0.84,2.57201646090535,3.3533023894760317,8.635173780063724,FALSE,NA
P60,2023-12-07T14:56:00Z,25,21,84.53,null,4,0.01,29.76,1008.80,null,null,null,null,null,null,null,null,19.25,623.5615442072238,-3.8888888888888897,0.254,0,79.33826329041156,3.2014817247795393,1189.1170997627792,3.201481724779569,0.84,2.05761316872428,2.682641911580825,8.635173780063724,FALSE,NA
P60,2023-12-07T15:56:00Z,24,20,84.46,270.00,7,0.01,29.78,1009.40,null,null,null,null,null,null,null,null,15.03,626.8545188799259,-4.444444444444445,0.254,0,77.13390634480132,3.292974672702015,1192.4100744354812,3.29297467270203,0.84,3.60082304526749,4.694623345266444,8.521627177215683,FALSE,NA
P60,2023-12-07T16:56:00Z,23,20,88.08,null,3,0.06,29.79,1010.00,null,null,null,null,null,null,null,null,18.40,647.0787605134486,-5,1.5239999999999998,0,75.35511232588772,20.224241633522723,1212.634316069004,20.22424163352275,0.84,1.5432098765432098,2.0119814336856185,8.408080574367643,FALSE,NA
P60,2023-12-07T17:56:00Z,23,18,80.85,null,5,0,29.8,1010.50,null,null,null,null,null,null,null,null,15.71,647.0787605134486,-5,0,0,75.35511232588772,0,1212.634316069004,0,0.8386069767248835,2.57201646090535,3.3533023894760317,8.408080574367643,FALSE,NA
P60,2023-12-07T18:56:00Z,21,15,77.25,270.00,8,0,29.81,1011.30,null,15.00,null,null,null,null,null,null,10.56,647.0787605134486,-6.111111111111112,0,0,72.76144513859558,0,1212.634316069004,0,0.8372278142629457,4.11522633744856,5.36528382316165,8.180987368671564,FALSE,NA
P60,2023-12-07T19:56:00Z,19,13,77.06,null,5,0,29.82,1011.90,null,null,null,null,null,null,null,null,10.96,647.0787605134486,-7.222222222222222,0,0,71.07255372113457,0,1212.634316069004,0,0.835862374696791,2.57201646090535,3.3533023894760317,7.953894162975486,FALSE,NA
P60,2023-12-07T20:56:00Z,20,17,87.92,280.00,6,0.01,29.82,1011.70,null,null,null,null,null,null,null,null,11.08,650.6150460934628,-6.666666666666667,0.254,0,71.82677819786949,3.536285580014142,1216.170601649018,3.5362855800141233,0.84,3.0864197530864197,4.023962867371237,8.067440765823527,FALSE,NA
P60,2023-12-07T21:56:00Z,21,16,80.69,null,4,0,29.82,1011.40,null,null,null,null,null,null,null,null,14.57,650.6150460934628,-6.111111111111112,0,0,72.76144513859558,0,1216.170601649018,0,0.8386069767248835,2.05761316872428,2.682641911580825,8.180987368671564,FALSE,NA
P60,2023-12-07T22:56:00Z,21,16,80.69,null,3,0,29.82,1011.60,null,null,null,null,null,null,null,null,16.11,650.6150460934628,-6.111111111111112,0,0,72.76144513859558,0,1216.170601649018,0,0.8372278142629457,1.5432098765432098,2.0119814336856185,8.180987368671564,FALSE,NA
P60,2023-12-07T23:56:00Z,21,15,77.25,0.00,0,0,29.83,1011.80,null,null,null,null,null,null,null,null,21.00,650.6150460934628,-6.111111111111112,0,0,72.76144513859558,0,1216.170601649018,0,0.835862374696791,0,0,8.180987368671564,FALSE,NA
P60,2023-12-08T00:56:00Z,18,15,87.81,0.00,0,0,29.81,1012.30,null,null,null,null,null,null,null,null,18.00,650.6150460934628,-7.777777777777779,0,0,70.46393632330069,0,1216.170601649018,0,0.8345105214813251,0,0,7.840347560127446,FALSE,NA
P60,2023-12-08T01:56:00Z,14,12,91.57,0.00,0,0,29.81,1012.90,null,null,null,null,null,null,null,null,14.00,650.6150460934628,-10,0,0,68.9986516155818,0,1216.170601649018,0,0.8331721194300997,0,0,7.3861611487352885,FALSE,NA
P60,2023-12-08T02:56:00Z,16,13,87.7,0.00,0,0,29.79,1011.90,null,null,null,null,null,null,null,null,16.00,650.6150460934628,-8.88888888888889,0,0,69.57650868547844,0,1216.170601649018,0,0.8318470347017946,0,0,7.613254354431367,FALSE,NA
P60,2023-12-08T03:56:00Z,18,16,91.72,0.00,0,0.05,29.78,1011.50,null,null,null,null,null,null,null,null,18.00,668.6384502100454,-7.777777777777779,1.27,0,70.46393632330069,18.02340411658271,1234.1940057656009,18.023404116582697,0.84,0,0,7.840347560127446,FALSE,NA
P60,2023-12-08T04:56:00Z,16,14,91.64,0.00,0,0.02,29.76,1011.30,null,null,null,null,null,null,null,null,16.00,675.9397651164375,-8.88888888888889,0.508,0,69.57650868547844,7.301314906392054,1241.4953206719929,7.301314906392008,0.84,0,0,7.613254354431367,FALSE,NA
P60,2023-12-08T05:56:00Z,18,16,91.72,0.00,0,0.02,29.78,1011.40,null,null,null,null,null,null,null,null,18.00,683.1491267630705,-7.777777777777779,0.508,0,70.46393632330069,7.209361646633087,1248.7046823186258,7.209361646633056,0.84,0,0,7.840347560127446,FALSE,NA
P60,2023-12-08T06:56:00Z,18,16,91.72,0.00,0,0.03,29.77,1011.60,null,null,null,null,null,null,null,null,18.00,693.9631692330202,-7.777777777777779,0.7619999999999999,0,70.46393632330069,10.814042469949628,1259.5187247885756,10.81404246994964,0.84,0,0,7.840347560127446,FALSE,NA
P60,2023-12-08T07:56:00Z,19,17,91.76,0.00,0,0.04,29.78,1012.50,null,null,null,null,null,null,null,null,19.00,708.2584203082306,-7.222222222222222,1.016,0,71.07255372113457,14.29525107521043,1273.813975863786,14.295251075210444,0.84,0,0,7.953894162975486,FALSE,NA
P60,2023-12-08T08:56:00Z,19,17,91.76,0.00,0,0.01,29.8,1012.60,null,null,null,null,null,null,null,null,19.00,711.8322330770332,-7.222222222222222,0.254,0,71.07255372113457,3.5738127688026076,1277.3877886325886,3.5738127688025543,0.84,0,0,7.953894162975486,FALSE,NA
P60,2023-12-08T09:56:00Z,22,18,84.33,0.00,0,0.01,29.82,1012.60,null,null,null,null,null,null,null,null,22.00,715.268393091647,-5.555555555555555,0.254,0,73.91972402907676,3.436160014613794,1280.8239486472023,3.436160014613847,0.84,0,0,8.294533971519604,FALSE,NA
P60,2023-12-08T10:56:00Z,21,16,80.69,null,3,0.01,29.83,1013.50,null,null,null,null,null,null,null,null,16.11,718.7592528390885,-6.111111111111112,0.254,0,72.76144513859558,3.490859747441551,1284.314808394644,3.4908597474415046,0.84,1.5432098765432098,2.0119814336856185,8.180987368671564,FALSE,NA
P60,2023-12-08T11:56:00Z,23,16,74.15,null,3,0.01,29.83,1013.10,null,null,null,null,null,null,null,null,18.40,722.1299597780089,-5,0.254,0,75.35511232588772,3.3707069389204545,1287.6855153335644,3.3707069389204207,0.84,1.5432098765432098,2.0119814336856185,8.408080574367643,FALSE,NA
P60,2023-12-08T12:56:00Z,22,15,74.05,null,3,0,29.84,1014.20,null,null,null,null,null,null,null,null,17.26,722.1299597780089,-5.555555555555555,0,0,73.91972402907676,0,1287.6855153335644,0,0.8386069767248835,1.5432098765432098,2.0119814336856185,8.294533971519604,FALSE,NA
P60,2023-12-08T13:56:00Z,20,15,80.6,null,NA,0.01,29.86,1016.20,null,null,null,null,null,null,null,null,null,725.666245358023,-6.666666666666667,0.254,0,71.82677819786949,3.536285580014142,1291.2218009135784,3.5362855800141233,0.84,NA,NA,8.067440765823527,NA,NA
P60,2023-12-08T14:56:00Z,19,14,80.52,null,5,0.02,29.89,1016.60,null,null,null,null,null,null,null,null,10.96,732.8138708956283,-7.222222222222222,0.508,0,71.07255372113457,7.147625537605215,1298.3694264511837,7.147625537605222,0.84,2.57201646090535,3.3533023894760317,7.953894162975486,FALSE,NA
P60,2023-12-08T15:56:00Z,19,13,77.06,310.00,5,0,29.93,1017.60,null,null,null,null,null,null,null,null,10.96,732.8138708956283,-7.222222222222222,0,0,71.07255372113457,0,1298.3694264511837,0,0.8386069767248835,2.57201646090535,3.3533023894760317,7.953894162975486,FALSE,NA
P60,2023-12-08T16:56:00Z,17,11,76.87,320.00,7,0,29.96,1019.60,null,null,null,null,null,null,null,null,6.50,732.8138708956283,-8.333333333333334,0,0,69.97281577713434,0,1298.3694264511837,0,0.8372278142629457,3.60082304526749,4.694623345266444,7.726800957279407,FALSE,NA
P60,2023-12-08T17:56:00Z,17,10,73.52,null,NA,0,30,1020.60,null,null,null,null,null,null,null,null,null,732.8138708956283,-8.333333333333334,0,0,69.97281577713434,0,1298.3694264511837,0,0.835862374696791,NA,NA,7.726800957279407,NA,NA
P60,2023-12-08T18:56:00Z,13,9,83.7,0.00,0,0,30.03,1022.60,null,null,null,null,null,null,null,null,13.00,732.8138708956283,-10.555555555555555,0,0,68.79041213815636,0,1298.3694264511837,0,0.8345105214813251,0,0,7.272614545887248,FALSE,NA
P60,2023-12-08T19:56:00Z,12,8,83.63,null,3,0,30.05,1023.30,null,null,null,null,null,null,null,null,5.82,732.8138708956283,-11.11111111111111,0,0,68.62237440829426,0,1298.3694264511837,0,0.8331721194300997,1.5432098765432098,2.0119814336856185,7.15906794303921,FALSE,NA
P60,2023-12-08T20:56:00Z,6,4,91.25,290.00,4,0,30.08,1025.50,null,null,null,null,null,null,null,null,-2.94,732.8138708956283,-14.444444444444445,0,0,68.11392380418809,0,1298.3694264511837,0,0.8318470347017946,2.05761316872428,2.682641911580825,6.477788325950972,FALSE,NA
P60,2023-12-08T21:56:00Z,4,2,91.17,290.00,4,0,30.1,1026.30,null,null,null,null,null,null,null,null,-5.28,732.8138708956283,-15.555555555555555,0,0,68.04627535642943,0,1298.3694264511837,0,0.8305351347868325,2.05761316872428,2.682641911580825,6.2506951202548935,FALSE,NA
P60,2023-12-08T22:56:00Z,6,3,87.14,280.00,3,0,30.12,1026.60,null,null,null,null,null,null,null,null,-1.03,732.8138708956283,-14.444444444444445,0,0,68.11392380418809,0,1298.3694264511837,0,0.8292362884941287,1.5432098765432098,2.0119814336856185,6.477788325950972,FALSE,NA
P60,2023-12-08T23:56:00Z,5,3,91.21,0.00,0,0,30.15,1027.40,null,null,null,null,null,null,null,null,5.00,732.8138708956283,-15,0,0,68.07648577409465,0,1298.3694264511837,0,0.8279503659379716,0,0,6.364241723102933,FALSE,NA
P60,2023-12-09T00:56:00Z,3,0,86.96,290.00,3,0,30.15,1028.20,null,null,null,null,null,null,null,null,-4.46,732.8138708956283,-16.11111111111111,0,0,68.02189722186336,0,1298.3694264511837,0,0.8266772385250339,1.5432098765432098,2.0119814336856185,6.137148517406853,FALSE,NA
P60,2023-12-09T01:56:00Z,3,-1,82.97,310.00,3,0,30.17,1029.10,null,null,null,null,null,null,null,null,-4.46,732.8138708956283,-16.11111111111111,0,0,68.02189722186336,0,1298.3694264511837,0,0.8254167789415136,1.5432098765432098,2.0119814336856185,6.137148517406853,FALSE,NA
P60,2023-12-09T02:56:00Z,1,-3,82.81,0.00,0,0,30.2,1031.00,null,null,null,null,null,null,null,null,1.00,732.8138708956283,-17.22222222222222,0,0,67.98635135930752,0,1298.3694264511837,0,0.8241688611404017,0,0,5.910055311710774,FALSE,NA
P60,2023-12-09T03:56:00Z,3,-1,82.97,290.00,4,0,30.22,1031.40,null,null,null,null,null,null,null,null,-6.44,732.8138708956283,-16.11111111111111,0,0,68.02189722186336,0,1298.3694264511837,0,0.8229333603288782,2.05761316872428,2.682641911580825,6.137148517406853,FALSE,NA
P60,2023-12-09T04:56:00Z,6,2,83.19,280.00,4,0,30.24,1031.70,null,null,null,null,null,null,null,null,-2.94,732.8138708956283,-14.444444444444445,0,0,68.11392380418809,0,1298.3694264511837,0,0.8217101529558324,2.05761316872428,2.682641911580825,6.477788325950972,FALSE,NA
P60,2023-12-09T05:56:00Z,2,-1,86.9,0.00,0,0,30.27,1033.50,null,null,null,null,null,null,null,null,2.00,732.8138708956283,-16.666666666666668,0,0,68.00222541687516,0,1298.3694264511837,0,0.8204991166995076,0,0,6.023601914558814,FALSE,NA
P60,2023-12-09T06:56:00Z,1,-3,82.81,290.00,3,0,30.29,1035.60,null,null,null,null,null,null,null,null,-6.75,732.8138708956283,-17.22222222222222,0,0,67.98635135930752,0,1298.3694264511837,0,0.8193001304552691,1.5432098765432098,2.0119814336856185,5.910055311710774,FALSE,NA
P60,2023-12-09T07:56:00Z,-2,-7,78.67,0.00,0,0,30.3,1036.80,null,null,null,null,null,null,null,null,-2.00,732.8138708956283,-18.88888888888889,0,0,67.95486430770374,0,1298.3694264511837,0,0.8181130743234931,0,0,5.569415503166655,FALSE,NA
P60,2023-12-09T08:56:00Z,-3,-7,82.5,0.00,0,0,30.32,1038.90,null,null,null,null,null,null,null,null,-3.00,732.8138708956283,-19.444444444444446,0,0,67.9481335661815,0,1298.3694264511837,0,0.8169378295975774,0,0,5.455868900318616,FALSE,NA
