station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,snowdepth,tmp_c,P_mm,meltrate,HP_fresh_snow,snowfall,cummulative_snowfall,delta_snow_depth,albedo,wind_speed_ms,U10,U10_thres,blowing,TTE
P60,2023-09-01T00:56:00Z,46,34,62.71,null,3,0,30.18,1015.20,null,null,null,null,null,null,null,null,44.69,0,7.777777777777779,0,3.8888888888888897,1100.3996560128166,0,0,NA,0.15,1.5432098765432098,2.0119814336856185,11.019652439872553,FALSE,NA
P60,2023-09-01T01:56:00Z,46,37,70.64,0.00,0,0,30.17,1014.30,null,null,null,null,null,null,null,null,46.00,0,7.777777777777779,0,3.8888888888888897,1100.3996560128166,0,0,0,0.15,0,0,11.019652439872553,FALSE,NA
P60,2023-09-01T02:56:00Z,42,36,79.11,310.00,3,0,30.14,1013.80,null,null,null,null,null,null,null,null,40.12,0,5.555555555555555,0,2.7777777777777777,505.70055245053936,0,0,0,0.15,1.5432098765432098,2.0119814336856185,10.565466028480396,FALSE,NA
P60,2023-09-01T03:56:00Z,40,35,82.15,0.00,0,0,30.13,1013.40,null,null,null,null,null,null,null,null,40.00,0,4.444444444444445,0,2.2222222222222223,352.9850312374796,0,0,0,0.15,0,0,10.338372822784317,FALSE,NA
P60,2023-09-01T04:56:00Z,39,35,85.42,310.00,3,0,30.13,1013.30,null,null,null,null,null,null,null,null,36.69,0,3.8888888888888897,0,1.9444444444444449,297.9516986214223,0,0,0,0.15,1.5432098765432098,2.0119814336856185,10.224826219936276,FALSE,NA
P60,2023-09-01T05:56:00Z,38,36,92.42,290.00,3,0,30.13,1013.50,null,null,null,null,null,null,null,null,35.55,0,3.3333333333333335,0,1.6666666666666667,253.54284592028836,0,0,0,0.15,1.5432098765432098,2.0119814336856185,10.111279617088236,FALSE,NA
P60,2023-09-01T06:56:00Z,38,36,92.42,310.00,3,0,30.13,1013.90,null,null,null,null,null,null,null,null,35.55,0,3.3333333333333335,0,1.6666666666666667,253.54284592028836,0,0,0,0.15,1.5432098765432098,2.0119814336856185,10.111279617088236,FALSE,NA
P60,2023-09-01T07:56:00Z,43,38,82.37,0.00,0,0,30.15,1015.90,null,null,null,null,null,null,null,null,43.00,0,6.111111111111112,0,3.055555555555556,610.4362167100221,0,0,0,0.15,0,0,10.679012631328435,FALSE,NA
P60,2023-09-01T08:56:00Z,52,45,76.94,0.00,0,0,30.17,1015.70,null,null,null,null,null,null,null,null,52.00,0,11.11111111111111,0,5.555555555555555,3807.467553246818,0,0,0,0.15,0,0,11.70093205696079,FALSE,NA
P60,2023-09-01T09:56:00Z,64,41,42.88,0.00,0,0,30.17,1014.60,null,null,null,null,null,null,null,null,64.00,0,17.77777777777778,0,8.88888888888889,49124.150581099966,0,0,0,0.15,0,0,13.063491291137264,FALSE,NA
P60,2023-09-01T10:56:00Z,67,41,38.63,0.00,0,0,30.18,1015.00,null,null,null,null,null,null,null,null,67.00,0,19.444444444444446,0,9.722222222222223,93428.37359678524,0,0,0,0.15,0,0,13.404131099681383,FALSE,NA
P60,2023-09-01T11:56:00Z,68,46,45.19,0.00,0,0,30.19,1015.20,null,null,null,null,null,null,null,null,68.00,0,20,0,10,115764.15134728422,0,0,0,0.15,0,0,13.517677702529422,FALSE,NA
P60,2023-09-01T12:56:00Z,70,41,34.85,240.00,3,0,30.19,1014.10,null,null,null,null,null,null,null,null,70.00,0,21.11111111111111,0,10.555555555555555,177745.1323041102,0,0,0,0.15,1.5432098765432098,2.0119814336856185,13.744770908225503,FALSE,NA
P60,2023-09-01T13:56:00Z,65,43,44.73,280.00,7,0,30.21,1015.40,null,null,null,null,null,null,null,null,65.00,0,18.333333333333336,0,9.166666666666668,60860.48027235176,0,0,0,0.15,3.60082304526749,4.694623345266444,13.177037893985304,FALSE,NA
P60,2023-09-01T14:56:00Z,69,43,38.95,null,5,0,30.22,1015.60,null,null,null,null,null,null,null,null,69.00,0,20.555555555555557,0,10.27777777777778,143443.5938776732,0,0,0,0.15,2.57201646090535,3.3533023894760317,13.631224305377462,FALSE,NA
P60,2023-09-01T15:56:00Z,68,44,41.88,null,6,0,30.23,1016.50,null,null,null,null,null,null,null,null,68.00,0,20,0,10,115764.15134728422,0,0,0,0.15,3.0864197530864197,4.023962867371237,13.517677702529422,FALSE,NA
P60,2023-09-01T16:56:00Z,67,41,38.63,null,4,0,30.24,1017.10,null,15.00,null,null,null,null,null,null,67.00,0,19.444444444444446,0,9.722222222222223,93428.37359678524,0,0,0,0.15,2.05761316872428,2.682641911580825,13.404131099681383,FALSE,NA
P60,2023-09-01T17:56:00Z,66,42,41.57,null,5,0,30.24,1017.50,null,null,null,null,null,null,null,null,66.00,0,18.88888888888889,0,9.444444444444445,75404.63749111888,0,0,0,0.15,2.57201646090535,3.3533023894760317,13.290584496833343,FALSE,NA
P60,2023-09-01T18:56:00Z,63,47,55.85,270.00,4,0,30.25,1018.20,null,null,null,null,null,null,null,null,63.00,0,17.22222222222222,0,8.61111111111111,39653.582259408446,0,0,0,0.15,2.05761316872428,2.682641911580825,12.949944688289225,FALSE,NA
P60,2023-09-01T19:56:00Z,52,51,96.37,0.00,0,0.16,30.28,1020.20,null,null,null,null,null,28.00,200.00,2023-09-01 19:05,52.00,-4.488179420850369,11.11111111111111,4.064,5.555555555555555,3807.467553246818,1.067376134705186,1.067376134705186,-4.488179420850369,0.15,0,0,11.70093205696079,FALSE,NA
P60,2023-09-01T20:56:00Z,52,50,92.86,280.00,3,0,30.31,1020.20,null,null,null,null,null,null,null,null,52.00,-4.488179420850369,11.11111111111111,0,5.555555555555555,3807.467553246818,0,1.067376134705186,0,0.15,1.5432098765432098,2.0119814336856185,11.70093205696079,FALSE,NA
P60,2023-09-01T21:56:00Z,51,50,96.36,0.00,0,0,30.32,1018.70,null,null,null,null,null,null,null,null,51.00,-4.488179420850369,10.555555555555555,0,5.277777777777778,3085.527849039641,0,1.067376134705186,0,0.15,0,0,11.58738545411275,FALSE,NA
P60,2023-09-01T22:56:00Z,48,47,96.31,280.00,3,0,30.32,1018.80,null,null,null,null,null,null,null,null,46.98,-4.488179420850369,8.88888888888889,0,4.444444444444445,1653.52140554976,0,1.067376134705186,0,0.15,1.5432098765432098,2.0119814336856185,11.246745645568632,FALSE,NA
P60,2023-09-01T23:56:00Z,47,46,96.29,0.00,0,0,30.33,1019.10,null,null,null,null,null,null,null,null,47.00,-4.488179420850369,8.333333333333334,0,4.166666666666667,1347.4125532317312,0,1.067376134705186,0,0.15,0,0,11.133199042720593,FALSE,NA
P60,2023-09-02T00:56:00Z,45,44,96.26,0.00,0,0,30.34,1019.40,null,null,null,null,null,null,null,null,45.00,-4.488179420850369,7.222222222222222,0,3.611111111111111,901.0739229265652,0,1.067376134705186,0,0.15,0,0,10.906105837024514,FALSE,NA
P60,2023-09-02T01:56:00Z,43,42,96.23,0.00,0,0,30.33,1020.00,null,null,null,null,null,null,null,null,43.00,-4.488179420850369,6.111111111111112,0,3.055555555555556,610.4362167100221,0,1.067376134705186,0,0.15,0,0,10.679012631328435,FALSE,NA
P60,2023-09-02T02:56:00Z,42,42,100,0.00,0,0,30.32,1019.30,null,null,null,null,null,null,null,null,42.00,-4.488179420850369,5.555555555555555,0,2.7777777777777777,505.70055245053936,0,1.067376134705186,0,0.15,0,0,10.565466028480396,FALSE,NA
P60,2023-09-02T03:56:00Z,42,42,100,0.00,0,0,30.32,1019.70,null,null,null,null,null,null,null,null,42.00,-4.488179420850369,5.555555555555555,0,2.7777777777777777,505.70055245053936,0,1.067376134705186,0,0.15,0,0,10.565466028480396,FALSE,NA
P60,2023-09-02T04:56:00Z,42,42,100,0.00,0,0,30.33,1020.10,null,null,null,null,null,null,null,null,42.00,-4.488179420850369,5.555555555555555,0,2.7777777777777777,505.70055245053936,0,1.067376134705186,0,0.15,0,0,10.565466028480396,FALSE,NA
P60,2023-09-02T05:56:00Z,43,42,96.23,0.00,0,0,30.35,1020.60,null,null,null,null,null,null,null,null,43.00,-4.488179420850369,6.111111111111112,0,3.055555555555556,610.4362167100221,0,1.067376134705186,0,0.15,0,0,10.679012631328435,FALSE,NA
P60,2023-09-02T06:56:00Z,44,44,100,0.00,0,0,30.36,1021.40,null,null,null,null,null,null,null,null,44.00,-4.488179420850369,6.666666666666667,0,3.3333333333333335,740.2290912692118,0,1.067376134705186,0,0.15,0,0,10.792559234176473,FALSE,NA
P60,2023-09-02T07:56:00Z,45,44,96.26,0.00,0,0,30.37,1023.00,null,null,null,null,null,null,null,null,45.00,-4.488179420850369,7.222222222222222,0,3.611111111111111,901.0739229265652,0,1.067376134705186,0,0.15,0,0,10.906105837024514,FALSE,NA
P60,2023-09-02T08:56:00Z,53,50,89.51,0.00,0,0,30.37,1022.00,null,null,null,null,null,null,null,null,53.00,-4.488179420850369,11.666666666666668,0,5.833333333333334,4702.125835408588,0,1.067376134705186,0,0.15,0,0,11.81447865980883,FALSE,NA
P60,2023-09-02T09:56:00Z,56,49,77.29,0.00,0,0,30.38,1022.00,null,null,null,null,null,null,null,null,56.00,-4.488179420850369,13.333333333333334,0,6.666666666666667,8887.422716160652,0,1.067376134705186,0,0.15,0,0,12.15511846835295,FALSE,NA
P60,2023-09-02T10:56:00Z,56,50,80.23,0.00,0,0,30.39,1023.00,null,null,null,null,null,null,null,null,56.00,-4.488179420850369,13.333333333333334,0,6.666666666666667,8887.422716160652,0,1.067376134705186,0,0.15,0,0,12.15511846835295,FALSE,NA
P60,2023-09-02T11:56:00Z,62,49,62.36,0.00,0,0,30.38,1021.70,null,null,null,null,null,null,null,null,62.00,-4.488179420850369,16.666666666666668,0,8.333333333333334,32011.357927325935,0,1.067376134705186,0,0.15,0,0,12.836398085441186,FALSE,NA
P60,2023-09-02T12:56:00Z,59,47,64.36,null,4,0,30.38,1022.60,null,null,null,null,null,null,null,null,59.00,-4.488179420850369,15,0,7.5,16852.592697540458,0,1.067376134705186,0,0.15,2.05761316872428,2.682641911580825,12.495758276897066,FALSE,NA
P60,2023-09-02T13:56:00Z,60,47,62.11,null,4,0,30.38,1022.70,null,null,null,null,null,null,null,null,60.00,-4.488179420850369,15.555555555555555,0,7.777777777777779,20868.197855226223,0,1.067376134705186,0,0.15,2.05761316872428,2.682641911580825,12.609304879745107,FALSE,NA
P60,2023-09-02T14:56:00Z,63,48,57.99,null,NA,0,30.37,1022.00,null,null,null,null,null,null,null,null,63.00,-4.488179420850369,17.22222222222222,0,8.61111111111111,39653.582259408446,0,1.067376134705186,0,0.15,NA,NA,12.949944688289225,NA,NA
P60,2023-09-02T15:56:00Z,65,47,52.07,null,5,0,30.36,1021.20,null,null,null,null,null,null,null,null,65.00,-4.488179420850369,18.333333333333336,0,9.166666666666668,60860.48027235176,0,1.067376134705186,0,0.15,2.57201646090535,3.3533023894760317,13.177037893985304,FALSE,NA
P60,2023-09-02T16:56:00Z,65,47,52.07,null,NA,0,30.35,1020.90,null,null,null,null,null,null,null,null,65.00,-4.488179420850369,18.333333333333336,0,9.166666666666668,60860.48027235176,0,1.067376134705186,0,0.15,NA,NA,13.177037893985304,NA,NA
P60,2023-09-02T17:56:00Z,63,46,53.78,280.00,4,0,30.35,1021.10,null,null,null,null,null,null,null,null,63.00,-4.488179420850369,17.22222222222222,0,8.61111111111111,39653.582259408446,0,1.067376134705186,0,0.15,2.05761316872428,2.682641911580825,12.949944688289225,FALSE,NA
P60,2023-09-02T18:56:00Z,63,48,57.99,0.00,0,0,30.34,1020.60,null,null,null,null,null,null,null,null,63.00,-4.488179420850369,17.22222222222222,0,8.61111111111111,39653.582259408446,0,1.067376134705186,0,0.15,0,0,12.949944688289225,FALSE,NA
P60,2023-09-02T19:56:00Z,55,50,83.2,0.00,0,0,30.34,1021.80,null,null,null,null,null,null,null,null,55.00,-4.488179420850369,12.77777777777778,0,6.388888888888889,7184.770432295138,0,1.067376134705186,0,0.15,0,0,12.04157186550491,FALSE,NA
P60,2023-09-02T20:56:00Z,50,47,89.37,0.00,0,0,30.37,1022.00,null,null,null,null,null,null,null,null,50.00,-4.488179420850369,10,0,5,2502.96247530681,0,1.067376134705186,0,0.15,0,0,11.473838851264713,FALSE,NA
P60,2023-09-02T21:56:00Z,49,46,89.33,0.00,0,0,30.37,1021.90,null,null,null,null,null,null,null,null,49.00,-4.488179420850369,9.444444444444445,0,4.722222222222222,2032.8644703145792,0,1.067376134705186,0,0.15,0,0,11.360292248416672,FALSE,NA
P60,2023-09-02T22:56:00Z,47,45,92.71,0.00,0,0,30.37,1022.20,null,null,null,null,null,null,null,null,47.00,-4.488179420850369,8.333333333333334,0,4.166666666666667,1347.4125532317312,0,1.067376134705186,0,0.15,0,0,11.133199042720593,FALSE,NA
P60,2023-09-02T23:56:00Z,46,44,92.68,290.00,3,0,30.37,1021.50,null,null,null,null,null,null,null,null,44.69,-4.488179420850369,7.777777777777779,0,3.8888888888888897,1100.3996560128166,0,1.067376134705186,0,0.15,1.5432098765432098,2.0119814336856185,11.019652439872553,FALSE,NA
P60,2023-09-03T00:56:00Z,45,43,92.65,300.00,3,0,30.36,1021.90,null,null,null,null,null,null,null,null,43.55,-4.488179420850369,7.222222222222222,0,3.611111111111111,901.0739229265652,0,1.067376134705186,0,0.15,1.5432098765432098,2.0119814336856185,10.906105837024514,FALSE,NA
P60,2023-09-03T01:56:00Z,43,42,96.23,0.00,0,0,30.35,1021.50,null,null,null,null,null,null,null,null,43.00,-4.488179420850369,6.111111111111112,0,3.055555555555556,610.4362167100221,0,1.067376134705186,0,0.15,0,0,10.679012631328435,FALSE,NA
P60,2023-09-03T02:56:00Z,42,41,96.21,0.00,0,0,30.34,1020.90,null,null,null,null,null,null,null,null,42.00,-4.488179420850369,5.555555555555555,0,2.7777777777777777,505.70055245053936,0,1.067376134705186,0,0.15,0,0,10.565466028480396,FALSE,NA
P60,2023-09-03T03:56:00Z,41,40,96.19,0.00,0,0,30.34,1020.70,null,null,null,null,null,null,null,null,41.00,-4.488179420850369,5,0,2.5,421.1846697017323,0,1.067376134705186,0,0.15,0,0,10.451919425632356,FALSE,NA
P60,2023-09-03T04:56:00Z,41,39,92.52,0.00,0,0,30.33,1020.50,null,null,null,null,null,null,null,null,41.00,-4.488179420850369,5,0,2.5,421.1846697017323,0,1.067376134705186,0,0.15,0,0,10.451919425632356,FALSE,NA
P60,2023-09-03T05:56:00Z,40,39,96.18,0.00,0,0,30.32,1020.30,null,null,null,null,null,null,null,null,40.00,-4.488179420850369,4.444444444444445,0,2.2222222222222223,352.9850312374796,0,1.067376134705186,0,0.15,0,0,10.338372822784317,FALSE,NA
P60,2023-09-03T06:56:00Z,40,39,96.18,290.00,3,0,30.3,1019.60,null,null,null,null,null,null,null,null,37.83,-4.488179420850369,4.444444444444445,0,2.2222222222222223,352.9850312374796,0,1.067376134705186,0,0.15,1.5432098765432098,2.0119814336856185,10.338372822784317,FALSE,NA
P60,2023-09-03T07:56:00Z,44,43,96.24,0.00,0,0,30.3,1020.30,null,null,null,null,null,null,null,null,44.00,-4.488179420850369,6.666666666666667,0,3.3333333333333335,740.2290912692118,0,1.067376134705186,0,0.15,0,0,10.792559234176473,FALSE,NA
P60,2023-09-03T08:56:00Z,50,49,96.34,0.00,0,0.01,30.3,1020.20,null,null,null,null,null,null,null,null,50.00,-4.386699673348815,10,0.254,5,2502.96247530681,0.10147974750155413,1.16885588220674,0.10147974750155432,0.15,0,0,11.473838851264713,FALSE,NA
P60,2023-09-03T09:56:00Z,52,51,96.37,0.00,0,0.03,30.28,1019.30,null,null,null,null,null,null,null,null,52.00,-4.186566648091593,11.11111111111111,0.7619999999999999,5.555555555555555,3807.467553246818,0.2001330252572223,1.3689889074639623,0.2001330252572222,0.15,0,0,11.70093205696079,FALSE,NA
P60,2023-09-03T10:56:00Z,55,52,89.59,0.00,0,0.02,30.27,1018.80,null,null,null,null,null,null,null,null,55.00,-4.115861535828497,12.77777777777778,0.508,6.388888888888889,7184.770432295138,0.07070511226309593,1.4396940197270585,0.07070511226309595,0.15,0,0,12.04157186550491,FALSE,NA
P60,2023-09-03T11:56:00Z,55,51,86.34,0.00,0,0,30.24,1017.80,null,null,null,null,null,null,null,null,55.00,-4.115861535828497,12.77777777777778,0,6.388888888888889,7184.770432295138,0,1.4396940197270585,0,0.15,0,0,12.04157186550491,FALSE,NA
P60,2023-09-03T12:56:00Z,51,48,89.42,null,5,0.02,30.25,1019.00,null,null,null,null,null,null,null,null,51.00,-3.951221958792071,10.555555555555555,0.508,5.277777777777778,3085.527849039641,0.1646395770364261,1.6043335967634844,0.16463957703642595,0.15,2.57201646090535,3.3533023894760317,11.58738545411275,FALSE,NA
P60,2023-09-03T13:56:00Z,51,49,92.83,null,NA,0.17,30.2,1017.70,null,null,null,null,null,null,null,null,51.00,-2.551785553982449,10.555555555555555,4.3180000000000005,5.277777777777778,3085.527849039641,1.3994364048096215,3.0037700015731064,1.399436404809622,0.15,NA,NA,11.58738545411275,NA,NA
P60,2023-09-03T14:56:00Z,54,51,89.55,0.00,0,0.02,30.19,1017.10,null,null,null,null,null,null,null,null,54.00,-2.4643625011173524,12.222222222222223,0.508,6.111111111111112,5810.824300358161,0.08742305286509669,3.091193054438203,0.08742305286509655,0.15,0,0,11.928025262656869,FALSE,NA
P60,2023-09-03T15:56:00Z,54,50,86.29,0.00,0,0.01,30.18,1016.60,null,null,null,null,null,null,null,null,54.00,-2.420650974684804,12.222222222222223,0.254,6.111111111111112,5810.824300358161,0.04371152643254834,3.134904580870751,0.04371152643254827,0.15,0,0,11.928025262656869,FALSE,NA
P60,2023-09-03T16:56:00Z,53,49,86.23,0.00,0,0,30.15,1015.90,null,null,null,null,null,null,null,null,53.00,-2.420650974684804,11.666666666666668,0,5.833333333333334,4702.125835408588,0,3.134904580870751,0,0.15,0,0,11.81447865980883,FALSE,NA
P60,2023-09-03T17:56:00Z,49,48,96.32,0.00,0,0.12,30.14,1016.10,null,null,null,null,null,null,null,null,49.00,-0.9212888457730172,9.444444444444445,3.0479999999999996,4.722222222222222,2032.8644703145792,1.499362128911787,4.634266709782539,1.499362128911787,0.15,0,0,11.360292248416672,FALSE,NA
P60,2023-09-03T18:56:00Z,50,49,96.34,0.00,0,0.02,30.12,1015.50,null,null,null,null,null,null,null,null,50.00,-0.7183293507699088,10,0.508,5,2502.96247530681,0.20295949500310825,4.8372262047856465,0.20295949500310828,0.15,0,0,11.473838851264713,FALSE,NA
P60,2023-09-03T19:56:00Z,49,48,96.32,0.00,0,0,30.12,1014.80,null,null,null,null,null,null,null,null,49.00,-0.7183293507699088,9.444444444444445,0,4.722222222222222,2032.8644703145792,0,4.8372262047856465,0,0.15,0,0,11.360292248416672,FALSE,NA
P60,2023-09-03T20:56:00Z,48,47,96.31,null,3,0.24,30.15,1015.30,null,null,null,null,null,null,null,null,46.98,-1.476096392950419,8.88888888888889,6.095999999999999,4.444444444444445,1653.52140554976,3.6866774022639346,8.523903607049581,-0.7577670421805102,0.15,1.5432098765432098,2.0119814336856185,11.246745645568632,FALSE,NA
P60,2023-09-03T21:56:00Z,48,48,100,0.00,0,0.11,30.15,1015.10,null,null,null,null,null,null,null,null,48.00,-4.23081369469056,8.88888888888889,2.794,4.444444444444445,1653.52140554976,1.6897271427043037,10.213630749753884,-2.7547173017401407,0.15,0,0,11.246745645568632,FALSE,NA
P60,2023-09-03T22:56:00Z,48,46,92.74,null,3,0.07,30.12,1013.30,null,null,null,null,null,null,null,null,46.98,-3.155532785696912,8.88888888888889,1.778,4.444444444444445,1653.52140554976,1.0752809089936477,11.288911658747532,1.0752809089936477,0.15,1.5432098765432098,2.0119814336856185,11.246745645568632,FALSE,NA
P60,2023-09-03T23:56:00Z,48,46,92.74,0.00,0,0,30.06,1011.30,null,null,null,null,null,null,null,null,48.00,-3.155532785696912,8.88888888888889,0,4.444444444444445,1653.52140554976,0,11.288911658747532,0,0.15,0,0,11.246745645568632,FALSE,NA
P60,2023-09-04T00:56:00Z,46,45,96.28,0.00,0,0,30.05,1011.60,null,null,null,null,null,null,null,null,46.00,-3.155532785696912,7.777777777777779,0,3.8888888888888897,1100.3996560128166,0,11.288911658747532,0,0.15,0,0,11.019652439872553,FALSE,NA
P60,2023-09-04T01:56:00Z,44,43,96.24,290.00,3,0,30.02,1011.00,null,null,null,null,null,null,null,null,42.41,-3.155532785696912,6.666666666666667,0,3.3333333333333335,740.2290912692118,0,11.288911658747532,0,0.15,1.5432098765432098,2.0119814336856185,10.792559234176473,FALSE,NA
P60,2023-09-04T02:56:00Z,45,44,96.26,0.00,0,0,30.02,1010.30,null,null,null,null,null,null,null,null,45.00,-3.155532785696912,7.222222222222222,0,3.611111111111111,901.0739229265652,0,11.288911658747532,0,0.15,0,0,10.906105837024514,FALSE,NA
P60,2023-09-04T03:56:00Z,45,45,100,0.00,0,0,30.02,1010.20,null,null,null,null,null,null,null,null,45.00,-3.155532785696912,7.222222222222222,0,3.611111111111111,901.0739229265652,0,11.288911658747532,0,0.15,0,0,10.906105837024514,FALSE,NA
P60,2023-09-04T04:56:00Z,45,45,100,0.00,0,0,30.01,1010.30,null,null,null,null,null,null,null,null,45.00,-3.155532785696912,7.222222222222222,0,3.611111111111111,901.0739229265652,0,11.288911658747532,0,0.15,0,0,10.906105837024514,FALSE,NA
P60,2023-09-04T05:56:00Z,45,44,96.26,0.00,0,0,30,1010.60,null,null,null,null,null,null,null,null,45.00,-3.155532785696912,7.222222222222222,0,3.611111111111111,901.0739229265652,0,11.288911658747532,0,0.15,0,0,10.906105837024514,FALSE,NA
P60,2023-09-04T06:56:00Z,45,44,96.26,0.00,0,0.01,29.98,1009.60,null,null,null,null,null,null,null,null,45.00,-2.8736469231307833,7.222222222222222,0.254,3.611111111111111,901.0739229265652,0.28188586256612846,11.57079752131366,0.2818858625661287,0.15,0,0,10.906105837024514,FALSE,NA
P60,2023-09-04T07:56:00Z,46,45,96.28,0.00,0,0,29.98,1009.50,null,null,null,null,null,null,null,null,46.00,-2.8736469231307833,7.777777777777779,0,3.8888888888888897,1100.3996560128166,0,11.57079752131366,0,0.15,0,0,11.019652439872553,FALSE,NA
P60,2023-09-04T08:56:00Z,46,44,92.68,0.00,0,0,29.97,1009.50,null,null,null,null,null,null,null,null,46.00,-2.8736469231307833,7.777777777777779,0,3.8888888888888897,1100.3996560128166,0,11.57079752131366,0,0.15,0,0,11.019652439872553,FALSE,NA
P60,2023-09-04T09:56:00Z,48,44,85.95,0.00,0,0,29.98,1009.30,null,null,null,null,null,null,null,null,48.00,-2.8736469231307833,8.88888888888889,0,4.444444444444445,1653.52140554976,0,11.57079752131366,0,0.15,0,0,11.246745645568632,FALSE,NA
P60,2023-09-04T10:56:00Z,48,45,89.29,0.00,0,0,29.98,1009.60,null,null,null,null,null,null,null,null,48.00,-2.8736469231307833,8.88888888888889,0,4.444444444444445,1653.52140554976,0,11.57079752131366,0,0.15,0,0,11.246745645568632,FALSE,NA
P60,2023-09-04T11:56:00Z,50,46,86.06,0.00,0,0,29.98,1009.30,null,null,null,null,null,null,null,null,50.00,-2.8736469231307833,10,0,5,2502.96247530681,0,11.57079752131366,0,0.15,0,0,11.473838851264713,FALSE,NA
P60,2023-09-04T12:56:00Z,48,45,89.29,0.00,0,0.01,29.99,1010.00,null,null,null,null,null,null,null,null,48.00,-2.7200353647031195,8.88888888888889,0.254,4.444444444444445,1653.52140554976,0.15361155842766397,11.724409079741324,0.15361155842766383,0.15,0,0,11.246745645568632,FALSE,NA
P60,2023-09-04T13:56:00Z,50,45,82.86,null,3,0,29.99,1010.20,null,null,null,null,null,null,null,null,50.00,-2.7200353647031195,10,0,5,2502.96247530681,0,11.724409079741324,0,0.15,1.5432098765432098,2.0119814336856185,11.473838851264713,FALSE,NA
P60,2023-09-04T14:56:00Z,49,45,86,null,5,0.03,30.01,1010.70,null,null,null,null,null,null,null,null,46.58,-2.345194832475173,9.444444444444445,0.7619999999999999,4.722222222222222,2032.8644703145792,0.3748405322279468,12.099249611969272,0.3748405322279469,0.15,2.57201646090535,3.3533023894760317,11.360292248416672,FALSE,NA
P60,2023-09-04T15:56:00Z,48,45,89.29,0.00,0,0.08,30.02,1011.20,null,null,null,null,null,null,null,null,48.00,-1.1163023650538608,8.88888888888889,2.032,4.444444444444445,1653.52140554976,1.2288924674213118,13.328142079390584,1.2288924674213118,0.15,0,0,11.246745645568632,FALSE,NA
P60,2023-09-04T16:56:00Z,49,44,82.79,null,5,0,30.03,1011.70,null,17.00,null,null,null,null,null,null,46.58,-1.1163023650538608,9.444444444444445,0,4.722222222222222,2032.8644703145792,0,13.328142079390584,0,0.15,2.57201646090535,3.3533023894760317,11.360292248416672,FALSE,NA
P60,2023-09-04T17:56:00Z,47,45,92.71,null,4,0.03,30.06,1012.80,null,null,null,null,null,null,null,null,44.94,-0.550774013568368,8.333333333333334,0.7619999999999999,4.166666666666667,1347.4125532317312,0.5655283514854929,13.893670430876076,0.5655283514854929,0.15,2.05761316872428,2.682641911580825,11.133199042720593,FALSE,NA
P60,2023-09-04T18:56:00Z,48,43,82.72,310.00,6,0,30.08,1013.40,null,null,null,null,null,null,null,null,44.80,-0.550774013568368,8.88888888888889,0,4.444444444444445,1653.52140554976,0,13.893670430876076,0,0.15,3.0864197530864197,4.023962867371237,11.246745645568632,FALSE,NA
P60,2023-09-04T19:56:00Z,46,43,89.2,270.00,3,0,30.11,1014.70,null,null,null,null,null,null,null,null,44.69,-0.550774013568368,7.777777777777779,0,3.8888888888888897,1100.3996560128166,0,13.893670430876076,0,0.15,1.5432098765432098,2.0119814336856185,11.019652439872553,FALSE,NA
P60,2023-09-04T20:56:00Z,45,43,92.65,280.00,3,0,30.14,1015.90,null,null,null,null,null,null,null,null,43.55,-0.550774013568368,7.222222222222222,0,3.611111111111111,901.0739229265652,0,13.893670430876076,0,0.15,1.5432098765432098,2.0119814336856185,10.906105837024514,FALSE,NA
P60,2023-09-04T21:56:00Z,44,42,92.61,300.00,4,0,30.17,1016.70,null,null,null,null,null,null,null,null,41.43,-0.550774013568368,6.666666666666667,0,3.3333333333333335,740.2290912692118,0,13.893670430876076,0,0.15,2.05761316872428,2.682641911580825,10.792559234176473,FALSE,NA
P60,2023-09-04T22:56:00Z,44,42,92.61,null,4,0,30.17,1016.80,null,null,null,null,null,null,null,null,41.43,-0.550774013568368,6.666666666666667,0,3.3333333333333335,740.2290912692118,0,13.893670430876076,0,0.15,2.05761316872428,2.682641911580825,10.792559234176473,FALSE,NA
P60,2023-09-04T23:56:00Z,44,42,92.61,310.00,4,0,30.18,1016.90,null,null,null,null,null,null,null,null,41.43,-0.550774013568368,6.666666666666667,0,3.3333333333333335,740.2290912692118,0,13.893670430876076,0,0.15,2.05761316872428,2.682641911580825,10.792559234176473,FALSE,NA
P60,2023-09-05T00:56:00Z,44,43,96.24,0.00,0,0,30.2,1017.90,null,null,null,null,null,null,null,null,44.00,-0.550774013568368,6.666666666666667,0,3.3333333333333335,740.2290912692118,0,13.893670430876076,0,0.15,0,0,10.792559234176473,FALSE,NA
P60,2023-09-05T01:56:00Z,44,43,96.24,0.00,0,0,30.21,1017.90,null,null,null,null,null,null,null,null,44.00,-0.550774013568368,6.666666666666667,0,3.3333333333333335,740.2290912692118,0,13.893670430876076,0,0.15,0,0,10.792559234176473,FALSE,NA
P60,2023-09-05T02:56:00Z,42,41,96.21,0.00,0,0,30.22,1018.60,null,null,null,null,null,null,null,null,42.00,-0.550774013568368,5.555555555555555,0,2.7777777777777777,505.70055245053936,0,13.893670430876076,0,0.15,0,0,10.565466028480396,FALSE,NA
