valid,tmpf,p01i,relh,sknt,tmp_c,Td,P_mm,cumm_prec,HP_fresh_snow,snowfall,cummulative_snowfall,month
2024-01-07T11:56:00Z,15,0.02,83.84,0.00,-9.444444444444445,-12.676444444444444,0.49,23.275,69.25671080261088,7.075126645799755,294.0069131221895,Jan
2024-01-07T14:56:00Z,17,0.01,80.36,0.00,-8.333333333333334,-12.261333333333333,0.245,23.52,69.97281577713434,3.501359739192615,297.5082728613821,Jan
2024-01-09T04:56:00Z,8,0.01,87.25,0.00,-13.333333333333334,-15.883333333333333,0.245,23.765,68.21781299292387,3.5914373277462515,301.09971018912836,Jan
2024-01-09T05:56:00Z,8,0.01,87.25,0.00,-13.333333333333334,-15.883333333333333,0.245,24.009999999999998,68.21781299292387,3.5914373277462515,304.6911475168746,Jan
2024-01-09T08:56:00Z,11,0.01,83.56,0.00,-11.666666666666668,-14.954666666666668,0.245,24.255,68.48677726309246,3.577332877831741,308.26848039470633,Jan
2024-01-09T09:56:00Z,12,0.01,83.63,0.00,-11.11111111111111,-14.385111111111112,0.245,24.5,68.62237440829426,3.5702641028169855,311.83874449752335,Jan
2024-01-09T12:56:00Z,17,0.01,80.36,0.00,-8.333333333333334,-12.261333333333333,0.245,24.745,69.97281577713434,3.501359739192615,315.34010423671594,Jan
2024-01-10T08:56:00Z,10,0.01,83.49,0.00,-12.222222222222223,-15.524222222222225,0.245,24.99,68.3773578737567,3.5830574274650537,318.923161664181,Jan
2024-01-10T11:56:00Z,14,0.01,76.58,0.00,-10,-14.684000000000001,0.245,25.235,68.9986516155818,3.550794026599097,322.4739556907801,Jan
2024-01-10T14:56:00Z,13,0.01,83.7,0.00,-10.555555555555555,-13.815555555555555,0.245,25.48,68.79041213815636,3.561542842743117,326.0354985335232,Jan
2024-01-10T15:56:00Z,12,0.04,87.48,0.00,-11.11111111111111,-13.61511111111111,0.98,26.46,68.62237440829426,14.281056411267942,340.31655494479116,Jan
2024-01-10T16:56:00Z,12,0.01,87.48,0.00,-11.11111111111111,-13.61511111111111,0.245,26.705,68.62237440829426,3.5702641028169855,343.8868190476081,Jan
