valid,p01i,tmpf,sknt,relh,tmp,tmp_c,wind_ms,P_mm,CR_snow,CR_mix,P_corr,cummulative_precip_mm,cummulative_corr_precip_mm,snow_Ta,Td,snow_Td,snow_prob,snow_from_fraction,cumm_snow_Ta,cumm_snow_Td,cumm_snow_F
2023-11-17T00:56:00Z,0,23,0,88.08,-9,-4.99999999995,0,0,1,1.0104,0,186.944,193.0995300609502,0,-7.38399999995,0,1.2254999999958152,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T01:56:00Z,0,25,0,88.18,-7,-3.8888888888500004,0,0,1,1.0104,0,186.944,193.0995300609502,0,-6.2528888888499985,0,1.132499999996745,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T02:56:00Z,0,26,3,92.01,-6,-3.3333333333,1.5432098765432098,0,0.9180824869477516,0.9236716049382716,0,186.944,193.0995300609502,0,-4.9313333333,0,1.08599999999721,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T03:56:00Z,0,28,0,88.33,-4,-2.2222222222,0,0,1,1.0104,0,186.944,193.0995300609502,0,-4.556222222200001,0,0.99299999999814,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T04:56:00Z,0,28,0,88.33,-4,-2.2222222222,0,0,1,1.0104,0,186.944,193.0995300609502,0,-4.556222222200001,0,0.99299999999814,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T05:56:00Z,0,28,0,84.72,-4,-2.2222222222,0,0,1,1.0104,0,186.944,193.0995300609502,0,-5.2782222222,0,0.99299999999814,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T06:56:00Z,0,29,0,84.79,-3,-1.66666666665,0,0,1,1.0104,0,186.944,193.0995300609502,0,-4.708666666649999,0,0.946499999998605,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T07:56:00Z,0,32,0,78.25,0,0,0,0,1,1.0104,0,186.944,193.0995300609502,0,-4.35,0,0.807,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T08:56:00Z,0,33,4,72.11,1,0.55555555555,2.05761316872428,0,0.8681428021259515,0.8947621399176955,0,186.944,193.0995300609502,0,-5.0224444444500005,0,0.760500000000465,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T09:56:00Z,0,38,4,61.64,6,3.3333333333,2.05761316872428,0,0.8681428021259515,0.8947621399176955,0,186.944,193.0995300609502,0,-4.3386666667,0,0.52800000000279,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T10:56:00Z,0,40,3,59.41,8,4.4444444444,1.5432098765432098,0,0.9180824869477516,0.9236716049382716,0,186.944,193.0995300609502,0,-3.6735555556,0,0.43500000000372,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T12:56:00Z,0,42,0,50.61,10,5.5555555555,0,0,1,1.0104,0,186.944,193.0995300609502,0,-4.3224444445,0,0.3420000000046501,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T14:56:00Z,0,38,3,49.98,6,3.3333333333,1.5432098765432098,0,0.9180824869477516,0.9236716049382716,0,186.944,193.0995300609502,0,-6.670666666700001,0,0.52800000000279,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T15:56:00Z,0,30,0,68.81,-2,-1.1111111111,0,0,1,1.0104,0,186.944,193.0995300609502,0,-7.349111111099999,0,0.8999999999990701,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T16:56:00Z,0,26,0,77.71,-6,-3.3333333333,0,0,1,1.0104,0,186.944,193.0995300609502,0,-7.791333333300001,0,1.08599999999721,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T17:56:00Z,0,25,0,77.62,-7,-3.8888888888500004,0,0,1,1.0104,0,186.944,193.0995300609502,0,-8.36488888885,0,1.132499999996745,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T18:56:00Z,0,24,3,84.46,-8,-4.4444444444,1.5432098765432098,0,0.9180824869477516,0.9236716049382716,0,186.944,193.0995300609502,0,-7.552444444400002,0,1.1789999999962801,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T19:56:00Z,0,23,0,84.39,-9,-4.99999999995,0,0,1,1.0104,0,186.944,193.0995300609502,0,-8.121999999949999,0,1.2254999999958152,0,41.104625034709315,82.09487721321163,106.9124844047941
2023-11-17T20:56:00Z,0,21,0,87.97,-11,-6.1111111110500005,0,0,1,1.0104,0,186.944,193.0995300609502,0,-8.517111111050001,0,1.3184999999948852,0,41.104625034709315,82.09487721321163,106.9124844047941
