station,valid,lon,lat,elevation,skyc1,skyc2,skyc3,skyl1,skyl2,skyl3,wxcodes
WYS,2023-10-06 08:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-06 09:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-06 10:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-06 11:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-06 12:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-06 13:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-06 14:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-06 15:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-06 16:35,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-06 17:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-06 18:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-06 19:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-06 20:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-06 21:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-06 22:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-06 23:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 00:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 01:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 02:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 03:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 04:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 05:55,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 06:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 07:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 08:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 09:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 10:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 11:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 12:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 13:40,-111.1176,44.6884,2026.60,OVC,M,M,400.00,M,M,M
WYS,2023-10-07 14:40,-111.1176,44.6884,2026.60,BKN,M,M,200.00,M,M,M
WYS,2023-10-07 15:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 16:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 17:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 18:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 19:35,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 20:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 21:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 22:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-07 23:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 00:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 01:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 02:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 03:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 04:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 05:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 06:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 07:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 08:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 09:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 10:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 11:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 12:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 13:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 14:40,-111.1176,44.6884,2026.60,OVC,M,M,200.00,M,M,M
WYS,2023-10-08 15:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 16:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 17:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 18:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 19:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 20:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 21:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 22:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-08 23:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 00:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 01:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 02:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 03:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 04:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 05:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 06:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 07:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 08:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 09:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 10:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 11:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 12:40,-111.1176,44.6884,2026.60,FEW,M,M,9000.00,M,M,M
WYS,2023-10-09 13:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 14:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 15:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 16:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 17:35,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 18:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 19:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 20:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 21:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 22:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-09 23:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-10 00:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-10 01:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-10 02:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-10 03:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-10 04:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-10 05:40,-111.1176,44.6884,2026.60,BKN,OVC,M,10000.00,12000.00,M,M
WYS,2023-10-10 06:40,-111.1176,44.6884,2026.60,OVC,M,M,11000.00,M,M,M
WYS,2023-10-10 07:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-10 08:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-10 09:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-10 10:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-10 11:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-10 12:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-10 13:55,-111.1176,44.6884,2026.60,BKN,M,M,10000.00,M,M,M
WYS,2023-10-10 14:40,-111.1176,44.6884,2026.60,FEW,M,M,11000.00,M,M,M
WYS,2023-10-10 15:40,-111.1176,44.6884,2026.60,FEW,M,M,10000.00,M,M,M
WYS,2023-10-10 16:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-10 17:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-10 18:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-10 19:40,-111.1176,44.6884,2026.60,FEW,M,M,8500.00,M,M,M
WYS,2023-10-10 20:40,-111.1176,44.6884,2026.60,FEW,FEW,SCT,6500.00,7000.00,8000.00,M
WYS,2023-10-10 21:40,-111.1176,44.6884,2026.60,FEW,SCT,M,6500.00,9500.00,M,M
WYS,2023-10-10 22:40,-111.1176,44.6884,2026.60,FEW,FEW,BKN,6000.00,7000.00,8000.00,M
WYS,2023-10-10 23:40,-111.1176,44.6884,2026.60,FEW,SCT,BKN,4100.00,6500.00,8000.00,M
WYS,2023-10-11 00:40,-111.1176,44.6884,2026.60,SCT,BKN,BKN,3500.00,4200.00,4900.00,-DZ
WYS,2023-10-11 01:40,-111.1176,44.6884,2026.60,SCT,BKN,OVC,3600.00,4300.00,5000.00,M
WYS,2023-10-11 02:40,-111.1176,44.6884,2026.60,FEW,OVC,M,6000.00,7000.00,M,M
WYS,2023-10-11 03:40,-111.1176,44.6884,2026.60,FEW,BKN,OVC,4000.00,6500.00,8000.00,M
WYS,2023-10-11 04:40,-111.1176,44.6884,2026.60,FEW,BKN,OVC,6500.00,7500.00,9000.00,M
WYS,2023-10-11 05:40,-111.1176,44.6884,2026.60,FEW,FEW,OVC,4700.00,7500.00,8500.00,M
WYS,2023-10-11 06:40,-111.1176,44.6884,2026.60,SCT,OVC,M,5500.00,8500.00,M,M
WYS,2023-10-11 07:40,-111.1176,44.6884,2026.60,OVC,M,M,6000.00,M,M,M
WYS,2023-10-11 08:40,-111.1176,44.6884,2026.60,FEW,SCT,OVC,3600.00,4400.00,7000.00,M
WYS,2023-10-11 09:40,-111.1176,44.6884,2026.60,SCT,BKN,OVC,2900.00,4800.00,7000.00,M
WYS,2023-10-11 10:40,-111.1176,44.6884,2026.60,OVC,M,M,1600.00,M,M,M
WYS,2023-10-11 11:40,-111.1176,44.6884,2026.60,SCT,BKN,OVC,1200.00,2900.00,3500.00,-UP
WYS,2023-10-11 12:40,-111.1176,44.6884,2026.60,BKN,BKN,M,3100.00,3800.00,M,-RA
WYS,2023-10-11 13:40,-111.1176,44.6884,2026.60,OVC,M,M,3300.00,M,M,M
WYS,2023-10-11 14:40,-111.1176,44.6884,2026.60,BKN,OVC,M,2300.00,3000.00,M,M
WYS,2023-10-11 15:40,-111.1176,44.6884,2026.60,OVC,M,M,1400.00,M,M,M
WYS,2023-10-11 16:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,-RA
WYS,2023-10-11 17:40,-111.1176,44.6884,2026.60,FEW,BKN,BKN,800.00,1300.00,1900.00,BR
WYS,2023-10-11 18:40,-111.1176,44.6884,2026.60,FEW,SCT,BKN,700.00,1700.00,2200.00,-RA
WYS,2023-10-11 19:40,-111.1176,44.6884,2026.60,SCT,SCT,OVC,900.00,1400.00,4800.00,M
WYS,2023-10-11 20:40,-111.1176,44.6884,2026.60,OVC,M,M,5000.00,M,M,M
WYS,2023-10-11 21:40,-111.1176,44.6884,2026.60,BKN,M,M,6000.00,M,M,M
WYS,2023-10-11 22:40,-111.1176,44.6884,2026.60,SCT,BKN,BKN,3500.00,5000.00,7000.00,M
WYS,2023-10-11 23:35,-111.1176,44.6884,2026.60,SCT,BKN,OVC,4100.00,4800.00,7000.00,M
WYS,2023-10-12 00:40,-111.1176,44.6884,2026.60,SCT,OVC,M,4900.00,7000.00,M,M
WYS,2023-10-12 01:40,-111.1176,44.6884,2026.60,SCT,SCT,OVC,4700.00,6000.00,7500.00,M
WYS,2023-10-12 02:40,-111.1176,44.6884,2026.60,SCT,OVC,M,5000.00,7000.00,M,M
WYS,2023-10-12 03:40,-111.1176,44.6884,2026.60,FEW,BKN,BKN,1800.00,2800.00,3600.00,-UP
WYS,2023-10-12 04:40,-111.1176,44.6884,2026.60,OVC,M,M,3000.00,M,M,-UP
WYS,2023-10-12 05:40,-111.1176,44.6884,2026.60,BKN,M,M,3000.00,M,M,-UP
WYS,2023-10-12 06:40,-111.1176,44.6884,2026.60,FEW,BKN,BKN,2100.00,3400.00,4400.00,M
WYS,2023-10-12 07:40,-111.1176,44.6884,2026.60,SCT,BKN,OVC,2500.00,3100.00,4200.00,M
WYS,2023-10-12 08:40,-111.1176,44.6884,2026.60,FEW,SCT,BKN,2600.00,3100.00,4200.00,M
WYS,2023-10-12 09:40,-111.1176,44.6884,2026.60,FEW,BKN,OVC,2400.00,3300.00,3900.00,M
WYS,2023-10-12 10:40,-111.1176,44.6884,2026.60,SCT,BKN,OVC,3600.00,4100.00,5500.00,M
WYS,2023-10-12 11:40,-111.1176,44.6884,2026.60,OVC,M,M,3300.00,M,M,M
WYS,2023-10-12 12:40,-111.1176,44.6884,2026.60,BKN,OVC,M,3200.00,3800.00,M,-UP
WYS,2023-10-12 13:40,-111.1176,44.6884,2026.60,FEW,SCT,BKN,1900.00,2900.00,3300.00,M
WYS,2023-10-12 14:40,-111.1176,44.6884,2026.60,FEW,BKN,OVC,3500.00,4700.00,6000.00,M
WYS,2023-10-12 15:40,-111.1176,44.6884,2026.60,BKN,BKN,OVC,3500.00,4100.00,4700.00,M
WYS,2023-10-12 16:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-12 17:40,-111.1176,44.6884,2026.60,OVC,M,M,3700.00,M,M,M
WYS,2023-10-12 18:40,-111.1176,44.6884,2026.60,FEW,FEW,OVC,3200.00,4100.00,7500.00,M
WYS,2023-10-12 19:40,-111.1176,44.6884,2026.60,SCT,OVC,M,3200.00,7000.00,M,M
WYS,2023-10-12 20:40,-111.1176,44.6884,2026.60,SCT,OVC,M,3300.00,6500.00,M,M
WYS,2023-10-12 21:40,-111.1176,44.6884,2026.60,BKN,BKN,OVC,3100.00,3800.00,6500.00,M
WYS,2023-10-12 22:40,-111.1176,44.6884,2026.60,FEW,OVC,M,4600.00,6500.00,M,M
WYS,2023-10-12 23:40,-111.1176,44.6884,2026.60,OVC,M,M,6000.00,M,M,M
WYS,2023-10-13 00:40,-111.1176,44.6884,2026.60,FEW,BKN,M,5500.00,7000.00,M,M
WYS,2023-10-13 01:40,-111.1176,44.6884,2026.60,OVC,M,M,8500.00,M,M,M
WYS,2023-10-13 02:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-13 03:40,-111.1176,44.6884,2026.60,BKN,OVC,M,7500.00,9000.00,M,M
WYS,2023-10-13 04:40,-111.1176,44.6884,2026.60,SCT,OVC,M,8000.00,9000.00,M,M
WYS,2023-10-13 05:40,-111.1176,44.6884,2026.60,FEW,SCT,BKN,4500.00,6500.00,7500.00,M
WYS,2023-10-13 06:40,-111.1176,44.6884,2026.60,FEW,BKN,OVC,4200.00,7000.00,8500.00,M
WYS,2023-10-13 07:40,-111.1176,44.6884,2026.60,FEW,BKN,OVC,5500.00,7000.00,8500.00,M
WYS,2023-10-13 08:40,-111.1176,44.6884,2026.60,SCT,OVC,M,7500.00,8500.00,M,M
WYS,2023-10-13 09:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-13 10:40,-111.1176,44.6884,2026.60,BKN,OVC,M,1700.00,6000.00,M,M
WYS,2023-10-13 11:40,-111.1176,44.6884,2026.60,SCT,M,M,1800.00,M,M,M
WYS,2023-10-13 12:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-13 13:40,-111.1176,44.6884,2026.60,OVC,M,M,6500.00,M,M,M
WYS,2023-10-13 14:40,-111.1176,44.6884,2026.60,BKN,M,M,6500.00,M,M,M
WYS,2023-10-13 15:40,-111.1176,44.6884,2026.60,FEW,OVC,M,1600.00,6000.00,M,M
WYS,2023-10-13 16:40,-111.1176,44.6884,2026.60,BKN,OVC,M,1800.00,6500.00,M,M
WYS,2023-10-13 17:40,-111.1176,44.6884,2026.60,OVC,M,M,1500.00,M,M,M
WYS,2023-10-13 18:40,-111.1176,44.6884,2026.60,OVC,M,M,2800.00,M,M,M
WYS,2023-10-13 19:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-13 20:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-13 21:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-13 22:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-13 23:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-14 00:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-14 01:40,-111.1176,44.6884,2026.60,OVC,M,M,6500.00,M,M,M
WYS,2023-10-14 02:40,-111.1176,44.6884,2026.60,FEW,OVC,M,3900.00,5500.00,M,M
WYS,2023-10-14 03:40,-111.1176,44.6884,2026.60,OVC,M,M,7000.00,M,M,M
WYS,2023-10-14 04:40,-111.1176,44.6884,2026.60,OVC,M,M,6500.00,M,M,M
WYS,2023-10-14 05:40,-111.1176,44.6884,2026.60,BKN,BKN,M,4400.00,7000.00,M,M
WYS,2023-10-14 06:40,-111.1176,44.6884,2026.60,FEW,BKN,M,4900.00,7000.00,M,M
WYS,2023-10-14 07:40,-111.1176,44.6884,2026.60,BKN,BKN,OVC,3800.00,4500.00,7000.00,M
WYS,2023-10-14 08:40,-111.1176,44.6884,2026.60,SCT,BKN,BKN,3700.00,4300.00,7000.00,M
WYS,2023-10-14 09:40,-111.1176,44.6884,2026.60,FEW,OVC,M,3300.00,4000.00,M,M
WYS,2023-10-14 10:40,-111.1176,44.6884,2026.60,OVC,M,M,4000.00,M,M,M
WYS,2023-10-14 11:35,-111.1176,44.6884,2026.60,BKN,OVC,M,3800.00,4700.00,M,M
WYS,2023-10-14 12:40,-111.1176,44.6884,2026.60,OVC,M,M,6000.00,M,M,M
WYS,2023-10-14 13:40,-111.1176,44.6884,2026.60,FEW,FEW,M,3900.00,5500.00,M,M
WYS,2023-10-14 14:40,-111.1176,44.6884,2026.60,BKN,BKN,OVC,3400.00,3900.00,4700.00,M
WYS,2023-10-14 15:40,-111.1176,44.6884,2026.60,SCT,OVC,M,3200.00,4800.00,M,M
WYS,2023-10-14 16:40,-111.1176,44.6884,2026.60,BKN,BKN,M,3600.00,11000.00,M,M
WYS,2023-10-14 17:40,-111.1176,44.6884,2026.60,OVC,M,M,9500.00,M,M,M
WYS,2023-10-14 18:40,-111.1176,44.6884,2026.60,FEW,OVC,M,3100.00,9000.00,M,M
WYS,2023-10-14 19:40,-111.1176,44.6884,2026.60,OVC,M,M,7000.00,M,M,M
WYS,2023-10-14 20:40,-111.1176,44.6884,2026.60,BKN,BKN,M,7500.00,8500.00,M,M
WYS,2023-10-14 21:40,-111.1176,44.6884,2026.60,FEW,BKN,BKN,3800.00,4600.00,7000.00,M
WYS,2023-10-14 22:40,-111.1176,44.6884,2026.60,OVC,M,M,4200.00,M,M,M
WYS,2023-10-14 23:40,-111.1176,44.6884,2026.60,SCT,OVC,M,4800.00,5500.00,M,M
WYS,2023-10-15 00:40,-111.1176,44.6884,2026.60,SCT,SCT,BKN,4900.00,5500.00,6500.00,M
WYS,2023-10-15 01:40,-111.1176,44.6884,2026.60,OVC,M,M,6500.00,M,M,M
WYS,2023-10-15 02:40,-111.1176,44.6884,2026.60,OVC,M,M,6500.00,M,M,M
WYS,2023-10-15 03:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-15 04:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-15 05:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-15 06:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-15 07:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-15 08:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-15 09:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-15 10:35,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-15 11:40,-111.1176,44.6884,2026.60,BKN,M,M,11000.00,M,M,M
WYS,2023-10-15 12:40,-111.1176,44.6884,2026.60,BKN,M,M,10000.00,M,M,M
WYS,2023-10-15 13:40,-111.1176,44.6884,2026.60,BKN,BKN,M,7000.00,10000.00,M,M
WYS,2023-10-15 14:40,-111.1176,44.6884,2026.60,OVC,M,M,6500.00,M,M,M
WYS,2023-10-15 15:40,-111.1176,44.6884,2026.60,OVC,M,M,6500.00,M,M,M
WYS,2023-10-15 16:40,-111.1176,44.6884,2026.60,FEW,M,M,7500.00,M,M,M
WYS,2023-10-15 17:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-15 18:40,-111.1176,44.6884,2026.60,FEW,M,M,7000.00,M,M,M
WYS,2023-10-15 19:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-15 20:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-15 21:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-15 22:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-15 23:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 00:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 01:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 02:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 03:40,-111.1176,44.6884,2026.60,SCT,M,M,8000.00,M,M,M
WYS,2023-10-16 04:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 05:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 06:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 07:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 08:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 09:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 10:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 11:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 12:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 13:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 14:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 15:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 16:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-16 17:55,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-16 18:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-16 19:40,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-16 20:55,-111.1176,44.6884,2026.60,M,M,M,M,M,M,M
WYS,2023-10-16 21:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 22:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-16 23:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 00:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 01:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 02:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 03:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 04:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 05:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 06:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 07:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 08:40,-111.1176,44.6884,2026.60,SCT,M,M,9000.00,M,M,M
WYS,2023-10-17 09:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 10:40,-111.1176,44.6884,2026.60,BKN,BKN,M,10000.00,12000.00,M,M
WYS,2023-10-17 11:40,-111.1176,44.6884,2026.60,FEW,FEW,OVC,6500.00,7500.00,10000.00,M
WYS,2023-10-17 12:40,-111.1176,44.6884,2026.60,SCT,M,M,9500.00,M,M,M
WYS,2023-10-17 13:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 14:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 15:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 16:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 17:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 18:40,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 19:35,-111.1176,44.6884,2026.60,CLR,M,M,M,M,M,M
WYS,2023-10-17 20:40,-111.1176,44.6884,2026.60,SCT,M,M,7000.00,M,M,M
WYS,2023-10-17 21:40,-111.1176,44.6884,2026.60,FEW,SCT,M,7000.00,8500.00,M,M
