station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
46U,2023-09-18 12:55,-111.0424,43.1846,1713.61,69.80,35.60,28.39,0.00,0.00,0.00,30.09,null,10.00,null,FEW,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,69.80,K46U 181855Z AUTO 00000KT 10SM FEW110 21/02 A3009 RMK A01,null
46U,2023-09-18 13:55,-111.0424,43.1846,1713.61,68.00,39.20,34.80,40.00,7.00,0.00,30.07,null,8.00,16.00,FEW,null,null,null,9500.00,null,null,null,null,null,null,null,null,null,null,68.00,K46U 181955Z AUTO 04007G16KT 8SM FEW095 20/04 A3007 RMK A01,null
46U,2023-09-18 14:55,-111.0424,43.1846,1713.61,73.40,35.60,25.13,320.00,4.00,0.00,30.05,null,10.00,10.00,FEW,FEW,FEW,null,4600.00,6000.00,7500.00,null,null,null,null,null,null,null,null,73.40,K46U 182055Z AUTO 32004G10KT 10SM FEW046 FEW060 FEW075 23/02 A3005 RMK A01,null
46U,2023-09-18 15:55,-111.0424,43.1846,1713.61,73.40,33.80,23.39,330.00,8.00,0.00,30.04,null,9.00,null,FEW,FEW,null,null,6000.00,8500.00,null,null,null,null,null,null,null,null,null,73.40,K46U 182155Z AUTO 33008KT 300V360 9SM FEW060 FEW085 23/01 A3004 RMK A01,null
46U,2023-09-18 16:55,-111.0424,43.1846,1713.61,71.60,33.80,24.86,0.00,0.00,0.00,30.01,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,71.60,K46U 182255Z AUTO 00000KT 9SM CLR 22/01 A3001 RMK A01,null
46U,2023-09-18 17:55,-111.0424,43.1846,1713.61,69.80,35.60,28.39,310.00,4.00,0.00,30.04,null,10.00,10.00,SCT,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,69.80,K46U 182355Z AUTO 31004G10KT 10SM SCT110 21/02 A3004 RMK A01,null
46U,2023-09-18 18:55,-111.0424,43.1846,1713.61,68.00,37.40,32.43,300.00,5.00,0.00,30.06,null,10.00,11.00,BKN,null,null,null,10000.00,null,null,null,null,null,null,null,null,null,null,68.00,K46U 190055Z AUTO 30005G11KT 10SM BKN100 20/03 A3006 RMK A01,null
46U,2023-09-18 19:55,-111.0424,43.1846,1713.61,62.60,39.20,42.00,0.00,0.00,0.00,30.06,null,10.00,null,SCT,null,null,null,12000.00,null,null,null,null,null,null,null,null,null,null,62.60,K46U 190155Z AUTO 00000KT 10SM SCT120 17/04 A3006 RMK A01,null
46U,2023-09-18 20:55,-111.0424,43.1846,1713.61,59.00,37.40,44.47,110.00,4.00,0.00,30.07,null,10.00,10.00,BKN,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,59.00,K46U 190255Z AUTO 11004G10KT 10SM BKN110 15/03 A3007 RMK A01,null
46U,2023-09-18 21:55,-111.0424,43.1846,1713.61,57.20,39.20,50.91,null,3.00,0.00,30.08,null,10.00,10.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.20,K46U 190355Z AUTO VRB03G10KT 10SM CLR 14/04 A3008 RMK A01,null
46U,2023-09-18 22:55,-111.0424,43.1846,1713.61,55.40,37.40,50.64,120.00,3.00,0.00,30.08,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.40,K46U 190455Z AUTO 12003KT 10SM CLR 13/03 A3008 RMK A01,null
46U,2023-09-18 23:55,-111.0424,43.1846,1713.61,51.80,37.40,57.77,120.00,3.00,0.00,30.08,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51.80,K46U 190555Z AUTO 12003KT 10SM CLR 11/03 A3008 RMK A01,null
46U,2023-09-19 00:55,-111.0424,43.1846,1713.61,50.00,37.40,61.76,130.00,4.00,0.00,30.09,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,K46U 190655Z AUTO 13004KT 10SM CLR 10/03 A3009 RMK A01,null
46U,2023-09-19 01:55,-111.0424,43.1846,1713.61,48.20,37.40,66.05,0.00,0.00,0.00,30.09,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48.20,K46U 190755Z AUTO 00000KT 10SM CLR 09/03 A3009 RMK A01,null
46U,2023-09-19 02:55,-111.0424,43.1846,1713.61,46.40,37.40,70.68,130.00,7.00,0.00,30.10,null,10.00,null,BKN,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,42.33,K46U 190855Z AUTO 13007KT 10SM BKN110 08/03 A3010 RMK A01,null
46U,2023-09-19 03:55,-111.0424,43.1846,1713.61,46.40,37.40,70.68,110.00,7.00,0.00,30.09,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.33,K46U 190955Z AUTO 11007KT 10SM CLR 08/03 A3009 RMK A01,null
46U,2023-09-19 04:55,-111.0424,43.1846,1713.61,42.80,37.40,81.07,0.00,0.00,0.00,30.10,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.80,K46U 191055Z AUTO 00000KT 10SM CLR 06/03 A3010 RMK A01,null
46U,2023-09-19 05:55,-111.0424,43.1846,1713.61,42.80,37.40,81.07,null,4.00,0.00,30.11,null,4.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,40.03,K46U 191155Z AUTO VRB04KT 4SM HZ CLR 06/03 A3011 RMK A01,null
46U,2023-09-19 06:55,-111.0424,43.1846,1713.61,39.20,37.40,93.19,0.00,0.00,0.00,30.11,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39.20,K46U 191255Z AUTO 00000KT 10SM CLR 04/03 A3011 RMK A01,null
46U,2023-09-19 07:55,-111.0424,43.1846,1713.61,41.00,37.40,86.89,0.00,0.00,0.00,30.12,null,3.00,null,CLR,null,null,null,null,null,null,null,BR,null,null,null,null,null,null,41.00,K46U 191355Z AUTO 00000KT 3SM BR CLR 05/03 A3012 RMK A01,null
46U,2023-09-19 08:55,-111.0424,43.1846,1713.61,46.40,37.40,70.68,null,4.00,0.00,30.12,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44.24,K46U 191455Z AUTO VRB04KT 10SM CLR 08/03 A3012 RMK A01,null
46U,2023-09-19 09:55,-111.0424,43.1846,1713.61,50.00,37.40,61.76,0.00,0.00,0.00,30.12,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,K46U 191555Z AUTO 00000KT 10SM CLR 10/03 A3012 RMK A01,null
46U,2023-09-19 10:55,-111.0424,43.1846,1713.61,53.60,37.40,54.07,0.00,0.00,0.00,30.11,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.60,K46U 191655Z AUTO 00000KT 10SM CLR 12/03 A3011 RMK A01,null
46U,2023-09-19 11:55,-111.0424,43.1846,1713.61,59.00,41.00,51.18,0.00,0.00,0.00,30.10,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,K46U 191755Z AUTO 00000KT 10SM CLR 15/05 A3010 RMK A01,null
46U,2023-09-19 12:55,-111.0424,43.1846,1713.61,66.20,42.80,42.57,0.00,0.00,0.00,30.07,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.20,K46U 191855Z AUTO 00000KT 10SM CLR 19/06 A3007 RMK A01,null
46U,2023-09-19 13:55,-111.0424,43.1846,1713.61,69.80,39.20,32.72,0.00,0.00,0.00,30.04,null,10.00,null,FEW,FEW,null,null,8000.00,9000.00,null,null,null,null,null,null,null,null,null,69.80,K46U 191955Z AUTO 00000KT 10SM FEW080 FEW090 21/04 A3004 RMK A01,null
46U,2023-09-19 14:55,-111.0424,43.1846,1713.61,68.00,41.00,37.32,270.00,14.00,0.00,30.03,null,7.00,null,FEW,SCT,BKN,null,4700.00,6500.00,8000.00,null,null,null,null,null,null,null,null,68.00,K46U 192055Z AUTO 27014KT 7SM FEW047 SCT065 BKN080 20/05 A3003 RMK A01,null
46U,2023-09-19 15:50,-111.0424,43.1846,1713.61,62.60,42.80,48.28,180.00,9.00,0.00,30.01,null,7.00,26.00,FEW,SCT,SCT,null,6500.00,9000.00,11000.00,null,null,null,null,null,null,null,null,62.60,K46U 192150Z AUTO 18009G26KT 150V220 7SM FEW065 SCT090 SCT110 17/06 A3001 RMK A01,null
46U,2023-09-19 16:55,-111.0424,43.1846,1713.61,64.40,48.20,55.63,110.00,6.00,0.00,30.00,null,10.00,null,FEW,SCT,null,null,9500.00,12000.00,null,null,null,null,null,null,null,null,null,64.40,K46U 192255Z AUTO 11006KT 10SM FEW095 SCT120 18/09 A3000 RMK A01,null
46U,2023-09-19 17:55,-111.0424,43.1846,1713.61,62.60,48.20,59.26,130.00,5.00,0.00,30.01,null,10.00,null,BKN,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,62.60,K46U 192355Z AUTO 13005KT 10SM BKN110 17/09 A3001 RMK A01,null
46U,2023-09-19 18:55,-111.0424,43.1846,1713.61,62.60,42.80,48.28,200.00,7.00,0.00,30.02,null,10.00,null,BKN,BKN,BKN,null,8000.00,8500.00,12000.00,null,null,null,null,null,null,null,null,62.60,K46U 200055Z AUTO 20007KT 10SM BKN080 BKN085 BKN120 17/06 A3002 RMK A01,null
46U,2023-09-19 19:55,-111.0424,43.1846,1713.61,60.80,39.20,44.76,null,6.00,0.00,30.02,null,5.00,null,FEW,FEW,SCT,null,8000.00,9500.00,12000.00,null,HZ,null,null,null,null,null,null,60.80,K46U 200155Z AUTO VRB06KT 5SM HZ FEW080 FEW095 SCT120 16/04 A3002 RMK A01,null
46U,2023-09-19 20:55,-111.0424,43.1846,1713.61,57.20,46.40,67.12,110.00,8.00,0.00,30.03,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.20,K46U 200255Z AUTO 11008KT 10SM CLR 14/08 A3003 RMK A01,null
46U,2023-09-19 21:55,-111.0424,43.1846,1713.61,53.60,46.40,76.50,110.00,8.00,0.00,30.03,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.60,K46U 200355Z AUTO 11008KT 10SM CLR 12/08 A3003 RMK A01,null
46U,2023-09-19 22:55,-111.0424,43.1846,1713.61,51.80,44.60,76.34,120.00,4.00,0.00,30.04,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51.80,K46U 200455Z AUTO 12004KT 10SM CLR 11/07 A3004 RMK A01,null
46U,2023-09-19 23:55,-111.0424,43.1846,1713.61,55.40,42.80,62.46,130.00,7.00,0.00,30.04,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.40,K46U 200555Z AUTO 13007KT 10SM CLR 13/06 A3004 RMK A01,null
46U,2023-09-20 00:55,-111.0424,43.1846,1713.61,50.00,42.80,76.18,100.00,8.00,0.00,30.05,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,K46U 200655Z AUTO 10008KT 10SM CLR 10/06 A3005 RMK A01,null
46U,2023-09-20 01:55,-111.0424,43.1846,1713.61,48.20,42.80,81.47,120.00,8.00,0.00,30.05,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44.07,K46U 200755Z AUTO 12008KT 10SM CLR 09/06 A3005 RMK A01,null
46U,2023-09-20 02:55,-111.0424,43.1846,1713.61,46.40,41.00,81.34,110.00,7.00,0.00,30.05,null,10.00,null,FEW,SCT,null,null,6000.00,8000.00,null,null,null,null,null,null,null,null,null,42.33,K46U 200855Z AUTO 11007KT 10SM FEW060 SCT080 08/05 A3005 RMK A01,null
46U,2023-09-20 03:55,-111.0424,43.1846,1713.61,46.40,41.00,81.34,120.00,10.00,0.00,30.05,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41.03,K46U 200955Z AUTO 12010KT 10SM CLR 08/05 A3005 RMK A01,null
46U,2023-09-20 04:55,-111.0424,43.1846,1713.61,46.40,41.00,81.34,140.00,4.00,0.00,30.04,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44.24,K46U 201055Z AUTO 14004KT 10SM CLR 08/05 A3004 RMK A01,null
46U,2023-09-20 05:55,-111.0424,43.1846,1713.61,41.00,39.20,93.24,0.00,0.00,0.00,30.05,null,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41.00,K46U 201155Z AUTO 00000KT 8SM CLR 05/04 A3005 RMK A01,null
46U,2023-09-20 06:55,-111.0424,43.1846,1713.61,42.80,39.20,86.99,140.00,5.00,0.00,30.04,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39.22,K46U 201255Z AUTO 14005KT 10SM CLR 06/04 A3004 RMK A01,null
46U,2023-09-20 07:55,-111.0424,43.1846,1713.61,42.80,39.20,86.99,null,3.00,0.00,30.05,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41.03,K46U 201355Z AUTO VRB03KT 9SM CLR 06/04 A3005 RMK A01,null
46U,2023-09-20 08:55,-111.0424,43.1846,1713.61,46.40,39.20,75.84,null,4.00,0.00,30.04,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44.24,K46U 201455Z AUTO VRB04KT 10SM CLR 08/04 A3004 RMK A01,null
46U,2023-09-20 09:55,-111.0424,43.1846,1713.61,51.80,41.00,66.48,130.00,8.00,0.00,30.02,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51.80,K46U 201555Z AUTO 13008KT 10SM CLR 11/05 A3002 RMK A01,null
46U,2023-09-20 10:55,-111.0424,43.1846,1713.61,59.00,41.00,51.18,0.00,0.00,0.00,30.01,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,K46U 201655Z AUTO 00000KT 10SM CLR 15/05 A3001 RMK A01,null
46U,2023-09-20 11:55,-111.0424,43.1846,1713.61,62.60,42.80,48.28,160.00,5.00,0.00,29.98,null,10.00,null,FEW,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,62.60,K46U 201755Z AUTO 16005KT 10SM FEW110 17/06 A2998 RMK A01,null
46U,2023-09-20 12:55,-111.0424,43.1846,1713.61,68.00,44.60,42.85,null,5.00,0.00,29.94,null,10.00,null,FEW,FEW,SCT,null,6500.00,7500.00,12000.00,null,null,null,null,null,null,null,null,68.00,K46U 201855Z AUTO VRB05KT 10SM FEW065 FEW075 SCT120 20/07 A2994 RMK A01,null
46U,2023-09-20 13:55,-111.0424,43.1846,1713.61,66.20,41.00,39.72,0.00,0.00,0.00,29.92,null,10.00,null,FEW,FEW,null,null,7000.00,8000.00,null,null,null,null,null,null,null,null,null,66.20,K46U 201955Z AUTO 00000KT 10SM FEW070 FEW080 19/05 A2992 RMK A01,null
46U,2023-09-20 14:55,-111.0424,43.1846,1713.61,68.00,39.20,34.80,null,5.00,0.00,29.88,null,9.00,19.00,SCT,null,null,null,9500.00,null,null,null,null,null,null,null,null,null,null,68.00,K46U 202055Z AUTO VRB05G19KT 9SM SCT095 20/04 A2988 RMK A01,null
46U,2023-09-20 15:55,-111.0424,43.1846,1713.61,69.80,37.40,30.49,150.00,8.00,0.00,29.86,null,10.00,null,FEW,null,null,null,12000.00,null,null,null,null,null,null,null,null,null,null,69.80,K46U 202155Z AUTO 15008KT 10SM FEW120 21/03 A2986 RMK A01,null
46U,2023-09-20 16:55,-111.0424,43.1846,1713.61,62.60,41.00,45.04,310.00,19.00,0.00,29.88,null,10.00,24.00,FEW,FEW,BKN,null,3400.00,6500.00,8000.00,null,null,null,null,null,null,null,null,62.60,K46U 202255Z AUTO 31019G24KT 10SM FEW034 FEW065 BKN080 17/05 A2988 RMK A01,null
46U,2023-09-20 17:55,-111.0424,43.1846,1713.61,51.80,46.40,81.74,0.00,0.00,0.19,29.92,null,10.00,null,FEW,SCT,SCT,null,2500.00,3500.00,6500.00,null,null,null,null,null,null,null,null,51.80,K46U 202355Z AUTO 00000KT 10SM FEW025 SCT035 SCT065 11/08 A2992 RMK A01 P0019,null
46U,2023-09-20 18:55,-111.0424,43.1846,1713.61,51.80,48.20,87.47,0.00,0.00,0.00,29.92,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51.80,K46U 210055Z AUTO 00000KT 10SM CLR 11/09 A2992 RMK A01,null
46U,2023-09-20 19:55,-111.0424,43.1846,1713.61,51.80,46.40,81.74,null,5.00,0.00,29.93,null,10.00,null,FEW,OVC,null,null,7000.00,8500.00,null,null,null,null,null,null,null,null,null,51.80,K46U 210155Z AUTO VRB05KT 10SM FEW070 OVC085 11/08 A2993 RMK A01,null
46U,2023-09-20 20:55,-111.0424,43.1846,1713.61,51.80,48.20,87.47,0.00,0.00,0.09,29.99,null,8.00,null,SCT,BKN,OVC,null,3100.00,3800.00,6500.00,null,null,null,null,null,null,null,null,51.80,K46U 210255Z AUTO 00000KT 8SM SCT031 BKN038 OVC065 11/09 A2999 RMK A01 P0009,null
46U,2023-09-20 21:55,-111.0424,43.1846,1713.61,50.00,46.40,87.37,120.00,8.00,0.07,29.95,null,10.00,null,FEW,SCT,BKN,null,2200.00,4100.00,6000.00,null,null,null,null,null,null,null,null,50.00,K46U 210355Z AUTO 12008KT 10SM FEW022 SCT041 BKN060 10/08 A2995 RMK A01 P0007,null
46U,2023-09-20 22:55,-111.0424,43.1846,1713.61,50.00,48.20,93.50,0.00,0.00,0.02,29.96,null,8.00,null,SCT,BKN,OVC,null,2700.00,4100.00,5500.00,null,null,null,null,null,null,null,null,50.00,K46U 210455Z AUTO 00000KT 8SM SCT027 BKN041 OVC055 10/09 A2996 RMK A01 P0002,null
46U,2023-09-20 23:45,-111.0424,43.1846,1713.61,50.00,48.20,93.50,null,4.00,0.00,29.98,null,10.00,null,FEW,BKN,OVC,null,4400.00,5000.00,6000.00,null,null,null,null,null,null,null,null,50.00,K46U 210545Z AUTO VRB04KT 10SM FEW044 BKN050 OVC060 10/09 A2998 RMK A01,null
46U,2023-09-21 00:55,-111.0424,43.1846,1713.61,48.20,46.40,93.45,0.00,0.00,0.02,29.99,null,10.00,null,SCT,BKN,OVC,null,1200.00,2300.00,3300.00,null,null,null,null,null,null,null,null,48.20,K46U 210655Z AUTO 00000KT 10SM SCT012 BKN023 OVC033 09/08 A2999 RMK A01 P0002,null
46U,2023-09-21 01:55,-111.0424,43.1846,1713.61,48.20,46.40,93.45,0.00,0.00,0.10,29.96,null,6.00,13.00,FEW,SCT,BKN,null,1700.00,3000.00,4200.00,null,BR,null,null,null,null,null,null,48.20,K46U 210755Z AUTO 00000G13KT 6SM BR FEW017 SCT030 BKN042 09/08 A2996 RMK A01 P0010,null
46U,2023-09-21 02:55,-111.0424,43.1846,1713.61,48.20,46.40,93.45,0.00,0.00,0.00,29.94,null,10.00,null,SCT,BKN,OVC,null,1500.00,3600.00,7000.00,null,null,null,null,null,null,null,null,48.20,K46U 210855Z AUTO 00000KT 10SM SCT015 BKN036 OVC070 09/08 A2994 RMK A01,null
46U,2023-09-21 03:55,-111.0424,43.1846,1713.61,48.20,46.40,93.45,90.00,4.00,0.03,29.96,null,5.00,null,SCT,BKN,OVC,null,1000.00,1800.00,5000.00,null,BR,null,null,null,null,null,null,46.34,K46U 210955Z AUTO 09004KT 5SM BR SCT010 BKN018 OVC050 09/08 A2996 RMK A01 P0003,null
46U,2023-09-21 04:55,-111.0424,43.1846,1713.61,48.20,46.40,93.45,null,4.00,0.03,29.92,null,10.00,null,FEW,SCT,BKN,null,2000.00,7500.00,9000.00,null,null,null,null,null,null,null,null,46.34,K46U 211055Z AUTO VRB04KT 10SM FEW020 SCT075 BKN090 09/08 A2992 RMK A01 P0003,null
46U,2023-09-21 05:55,-111.0424,43.1846,1713.61,48.20,44.60,87.28,null,6.00,0.01,29.92,null,10.00,14.00,FEW,FEW,OVC,null,1200.00,3800.00,8500.00,null,null,null,null,null,null,null,null,45.04,K46U 211155Z AUTO VRB06G14KT 10SM FEW012 FEW038 OVC085 09/07 A2992 RMK A01 P0001,null
46U,2023-09-21 06:55,-111.0424,43.1846,1713.61,48.20,44.60,87.28,120.00,14.00,0.00,29.92,null,10.00,22.00,BKN,OVC,null,null,7500.00,11000.00,null,null,null,null,null,null,null,null,null,42.04,K46U 211255Z AUTO 12014G22KT 10SM BKN075 OVC110 09/07 A2992 RMK A01,null
46U,2023-09-21 07:50,-111.0424,43.1846,1713.61,48.20,44.60,87.28,100.00,7.00,0.00,29.95,null,10.00,null,FEW,BKN,OVC,null,1900.00,7000.00,11000.00,null,null,null,null,null,null,null,null,44.53,K46U 211350Z AUTO 10007KT 070V130 10SM FEW019 BKN070 OVC110 09/07 A2995 RMK A01,null
46U,2023-09-21 09:55,-111.0424,43.1846,1713.61,46.40,42.80,87.19,310.00,12.00,0.00,29.99,null,10.00,null,OVC,null,null,null,1700.00,null,null,null,null,null,null,null,null,null,null,40.33,K46U 211555Z AUTO 31012KT 10SM OVC017 08/06 A2999 RMK A01,null
46U,2023-09-21 10:55,-111.0424,43.1846,1713.61,46.40,42.80,87.19,320.00,8.00,0.00,30.04,null,7.00,null,FEW,BKN,OVC,null,100.00,2000.00,3100.00,null,null,null,null,null,null,null,null,41.85,K46U 211655Z AUTO 32008KT 7SM FEW001 BKN020 OVC031 08/06 A3004 RMK A01,null
46U,2023-09-21 11:55,-111.0424,43.1846,1713.61,48.20,44.60,87.28,270.00,5.00,0.03,30.04,null,10.00,null,FEW,SCT,SCT,null,4400.00,7000.00,8000.00,null,null,null,null,null,null,null,null,45.63,K46U 211755Z AUTO 27005KT 10SM FEW044 SCT070 SCT080 09/07 A3004 RMK A01 P0003,null
46U,2023-09-21 12:55,-111.0424,43.1846,1713.61,50.00,44.60,81.61,280.00,7.00,0.00,30.04,null,10.00,null,OVC,null,null,null,3000.00,null,null,null,null,null,null,null,null,null,null,50.00,K46U 211855Z AUTO 28007KT 10SM OVC030 10/07 A3004 RMK A01,null
46U,2023-09-21 13:55,-111.0424,43.1846,1713.61,46.40,42.80,87.19,290.00,10.00,0.02,30.07,null,4.00,null,FEW,SCT,BKN,null,1900.00,2500.00,3500.00,null,HZ,null,null,null,null,null,null,41.03,K46U 211955Z AUTO 29010KT 4SM HZ FEW019 SCT025 BKN035 08/06 A3007 RMK A01 P0002,null
46U,2023-09-21 14:55,-111.0424,43.1846,1713.61,46.40,42.80,87.19,0.00,0.00,0.02,30.08,null,5.00,null,SCT,BKN,BKN,null,2400.00,3500.00,4500.00,null,HZ,null,null,null,null,null,null,46.40,K46U 212055Z AUTO 00000KT 5SM HZ SCT024 BKN035 BKN045 08/06 A3008 RMK A01 P0002,null
46U,2023-09-21 15:55,-111.0424,43.1846,1713.61,48.20,42.80,81.47,180.00,3.00,0.00,30.08,null,10.00,null,FEW,SCT,null,null,5000.00,6500.00,null,null,null,null,null,null,null,null,null,47.21,K46U 212155Z AUTO 18003KT 10SM FEW050 SCT065 09/06 A3008 RMK A01,null
46U,2023-09-21 16:55,-111.0424,43.1846,1713.61,48.20,42.80,81.47,null,4.00,0.00,30.10,null,10.00,null,SCT,BKN,OVC,null,3900.00,4600.00,6000.00,null,null,null,null,null,null,null,null,46.34,K46U 212255Z AUTO VRB04KT 10SM SCT039 BKN046 OVC060 09/06 A3010 RMK A01,null
46U,2023-09-21 17:55,-111.0424,43.1846,1713.61,46.40,44.60,93.40,0.00,0.00,0.01,30.10,null,10.00,null,BKN,BKN,OVC,null,3700.00,4400.00,5000.00,null,null,null,null,null,null,null,null,46.40,K46U 212355Z AUTO 00000KT 10SM BKN037 BKN044 OVC050 08/07 A3010 RMK A01 P0001,null
46U,2023-09-21 18:55,-111.0424,43.1846,1713.61,46.40,42.80,87.19,130.00,11.00,0.01,30.07,null,10.00,null,FEW,SCT,null,null,1800.00,9000.00,null,null,null,null,null,null,null,null,null,40.66,K46U 220055Z AUTO 13011KT 10SM FEW018 SCT090 08/06 A3007 RMK A01 P0001,null
46U,2023-09-21 19:55,-111.0424,43.1846,1713.61,46.40,39.20,75.84,120.00,15.00,0.00,30.05,null,10.00,null,FEW,BKN,null,null,3300.00,11000.00,null,null,null,null,null,null,null,null,null,39.45,K46U 220155Z AUTO 12015KT 10SM FEW033 BKN110 08/04 A3005 RMK A01,null
46U,2023-09-21 20:55,-111.0424,43.1846,1713.61,44.60,39.20,81.20,0.00,0.00,0.00,30.06,null,10.00,10.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44.60,K46U 220255Z AUTO 00000G10KT 10SM CLR 07/04 A3006 RMK A01,null
46U,2023-09-21 21:55,-111.0424,43.1846,1713.61,44.60,39.20,81.20,130.00,9.00,0.00,30.06,null,10.00,null,FEW,null,null,null,2100.00,null,null,null,null,null,null,null,null,null,null,39.18,K46U 220355Z AUTO 13009KT 10SM FEW021 07/04 A3006 RMK A01,null
46U,2023-09-21 22:55,-111.0424,43.1846,1713.61,44.60,37.40,75.68,140.00,10.00,0.00,30.09,null,10.00,null,FEW,FEW,BKN,null,3400.00,6000.00,8500.00,null,null,null,null,null,null,null,null,38.77,K46U 220455Z AUTO 14010KT 10SM FEW034 FEW060 BKN085 07/03 A3009 RMK A01,null
46U,2023-09-21 23:55,-111.0424,43.1846,1713.61,44.60,39.20,81.20,290.00,10.00,0.00,30.03,null,10.00,null,FEW,SCT,BKN,null,1700.00,2800.00,4800.00,null,null,null,null,null,null,null,null,38.77,K46U 220555Z AUTO 29010KT 10SM FEW017 SCT028 BKN048 07/04 A3003 RMK A01,null
46U,2023-09-22 00:55,-111.0424,43.1846,1713.61,44.60,39.20,81.20,110.00,6.00,0.00,30.02,null,10.00,18.00,FEW,SCT,OVC,null,3100.00,7500.00,11000.00,null,null,null,null,null,null,null,null,40.71,K46U 220655Z AUTO 11006G18KT 10SM FEW031 SCT075 OVC110 07/04 A3002 RMK A01,null
46U,2023-09-22 01:55,-111.0424,43.1846,1713.61,42.80,39.20,86.99,120.00,7.00,0.00,30.04,null,10.00,null,SCT,null,null,null,9500.00,null,null,null,null,null,null,null,null,null,null,37.94,K46U 220755Z AUTO 12007KT 10SM SCT095 06/04 A3004 RMK A01,null
46U,2023-09-22 02:55,-111.0424,43.1846,1713.61,42.80,39.20,86.99,0.00,0.00,0.00,30.04,null,10.00,null,BKN,OVC,null,null,8500.00,11000.00,null,null,null,null,null,null,null,null,null,42.80,K46U 220855Z AUTO 00000KT 10SM BKN085 OVC110 06/04 A3004 RMK A01,null
46U,2023-09-22 03:55,-111.0424,43.1846,1713.61,42.80,39.20,86.99,0.00,0.00,0.00,30.02,null,10.00,null,OVC,null,null,null,7000.00,null,null,null,null,null,null,null,null,null,null,42.80,K46U 220955Z AUTO 00000KT 10SM OVC070 06/04 A3002 RMK A01,null
46U,2023-09-22 04:55,-111.0424,43.1846,1713.61,44.60,39.20,81.20,null,5.00,0.00,30.02,null,10.00,14.00,BKN,OVC,null,null,7000.00,7500.00,null,null,null,null,null,null,null,null,null,41.36,K46U 221055Z AUTO VRB05G14KT 10SM BKN070 OVC075 07/04 A3002 RMK A01,null
46U,2023-09-22 05:55,-111.0424,43.1846,1713.61,42.80,39.20,86.99,null,5.00,0.00,30.02,null,6.00,null,SCT,BKN,null,null,6500.00,9000.00,null,null,BR,null,null,null,null,null,null,39.22,K46U 221155Z AUTO VRB05KT 6SM BR SCT065 BKN090 06/04 A3002 RMK A01,null
