station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
46U,2023-09-01 00:55,-111.0424,43.1846,1713.61,66.20,39.20,37.03,110.00,8.00,0.00,29.97,null,10.00,14.00,SCT,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,66.20,K46U 010655Z AUTO 11008G14KT 10SM SCT110 19/04 A2997 RMK A01,null
46U,2023-09-01 01:55,-111.0424,43.1846,1713.61,66.20,41.00,39.72,90.00,6.00,0.00,29.94,null,10.00,17.00,FEW,null,null,null,12000.00,null,null,null,null,null,null,null,null,null,null,66.20,K46U 010755Z AUTO 09006G17KT 10SM FEW120 19/05 A2994 RMK A01,null
46U,2023-09-01 02:55,-111.0424,43.1846,1713.61,66.20,41.00,39.72,130.00,10.00,0.00,29.94,null,10.00,null,FEW,FEW,null,null,9000.00,12000.00,null,null,null,null,null,null,null,null,null,66.20,K46U 010855Z AUTO 13010KT 10SM FEW090 FEW120 19/05 A2994 RMK A01,null
46U,2023-09-01 03:55,-111.0424,43.1846,1713.61,64.40,41.00,42.28,120.00,11.00,0.00,29.96,null,10.00,18.00,SCT,null,null,null,12000.00,null,null,null,null,null,null,null,null,null,null,64.40,K46U 010955Z AUTO 12011G18KT 10SM SCT120 18/05 A2996 RMK A01,null
46U,2023-09-01 04:55,-111.0424,43.1846,1713.61,62.60,41.00,45.04,120.00,16.00,0.00,29.96,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.60,K46U 011055Z AUTO 12016KT 10SM CLR 17/05 A2996 RMK A01,null
46U,2023-09-01 05:55,-111.0424,43.1846,1713.61,60.80,41.00,48.00,130.00,9.00,0.00,29.98,null,10.00,15.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.80,K46U 011155Z AUTO 13009G15KT 10SM CLR 16/05 A2998 RMK A01,null
46U,2023-09-01 06:55,-111.0424,43.1846,1713.61,59.00,41.00,51.18,130.00,16.00,0.00,30.01,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,K46U 011255Z AUTO 13016KT 10SM CLR 15/05 A3001 RMK A01,null
46U,2023-09-01 07:55,-111.0424,43.1846,1713.61,57.20,42.80,58.52,130.00,8.00,0.00,30.04,null,6.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,57.20,K46U 011355Z AUTO 13008KT 6SM HZ CLR 14/06 A3004 RMK A01,null
46U,2023-09-01 08:55,-111.0424,43.1846,1713.61,60.80,42.80,51.45,130.00,8.00,0.00,30.05,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.80,K46U 011455Z AUTO 13008KT 10SM CLR 16/06 A3005 RMK A01,null
46U,2023-09-01 09:55,-111.0424,43.1846,1713.61,66.20,42.80,42.57,130.00,6.00,0.00,30.05,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.20,K46U 011555Z AUTO 13006KT 10SM CLR 19/06 A3005 RMK A01,null
46U,2023-09-01 10:55,-111.0424,43.1846,1713.61,71.60,46.40,40.57,150.00,5.00,0.00,30.06,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,71.60,K46U 011655Z AUTO 15005KT 10SM CLR 22/08 A3006 RMK A01,null
46U,2023-09-01 11:55,-111.0424,43.1846,1713.61,75.20,48.20,38.46,140.00,7.00,0.00,30.06,null,9.00,16.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,75.20,K46U 011755Z AUTO 14007G16KT 120V180 9SM CLR 24/09 A3006 RMK A01,null
46U,2023-09-01 12:55,-111.0424,43.1846,1713.61,77.00,46.40,33.85,170.00,9.00,0.00,30.07,null,9.00,16.00,FEW,null,null,null,12000.00,null,null,null,null,null,null,null,null,null,null,77.00,K46U 011855Z AUTO 17009G16KT 9SM FEW120 25/08 A3007 RMK A01,null
46U,2023-09-01 13:55,-111.0424,43.1846,1713.61,78.80,46.40,31.90,180.00,10.00,0.00,30.07,null,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78.80,K46U 011955Z AUTO 18010KT 160V230 8SM CLR 26/08 A3007 RMK A01,null
46U,2023-09-01 14:55,-111.0424,43.1846,1713.61,78.80,48.20,34.13,270.00,6.00,0.00,30.07,null,8.00,12.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78.80,K46U 012055Z AUTO 27006G12KT 8SM CLR 26/09 A3007 RMK A01,null
46U,2023-09-01 15:55,-111.0424,43.1846,1713.61,75.20,53.60,46.98,0.00,0.00,0.00,30.08,null,8.00,null,BKN,BKN,null,null,7000.00,8000.00,null,null,null,null,null,null,null,null,null,75.20,K46U 012155Z AUTO 00000KT 8SM BKN070 BKN080 24/12 A3008 RMK A01,null
46U,2023-09-01 16:55,-111.0424,43.1846,1713.61,64.40,51.80,63.60,160.00,14.00,0.00,30.14,null,5.00,19.00,FEW,SCT,BKN,null,4600.00,5500.00,7000.00,null,HZ,null,null,null,null,null,null,64.40,K46U 012255Z AUTO 16014G19KT 5SM HZ FEW046 SCT055 BKN070 18/11 A3014 RMK A01,null
46U,2023-09-01 17:55,-111.0424,43.1846,1713.61,62.60,53.60,72.38,130.00,11.00,0.00,30.13,null,10.00,null,FEW,SCT,null,null,8000.00,9500.00,null,null,null,null,null,null,null,null,null,62.60,K46U 012355Z AUTO 13011KT 10SM FEW080 SCT095 17/12 A3013 RMK A01,null
46U,2023-09-01 18:55,-111.0424,43.1846,1713.61,62.60,51.80,67.75,130.00,11.00,0.00,30.13,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.60,K46U 020055Z AUTO 13011KT 10SM CLR 17/11 A3013 RMK A01,null
46U,2023-09-01 19:55,-111.0424,43.1846,1713.61,62.60,51.80,67.75,140.00,7.00,0.00,30.15,null,10.00,null,BKN,BKN,null,null,7000.00,8000.00,null,null,null,null,null,null,null,null,null,62.60,K46U 020155Z AUTO 14007KT 10SM BKN070 BKN080 17/11 A3015 RMK A01,null
46U,2023-09-01 20:55,-111.0424,43.1846,1713.61,60.80,53.60,77.14,120.00,14.00,0.00,30.18,null,10.00,21.00,FEW,FEW,null,null,7000.00,8000.00,null,null,null,null,null,null,null,null,null,60.80,K46U 020255Z AUTO 12014G21KT 10SM FEW070 FEW080 16/12 A3018 RMK A01,null
46U,2023-09-01 21:55,-111.0424,43.1846,1713.61,60.80,51.80,72.20,110.00,14.00,0.00,30.18,null,10.00,21.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.80,K46U 020355Z AUTO 11014G21KT 10SM CLR 16/11 A3018 RMK A01,null
46U,2023-09-01 22:55,-111.0424,43.1846,1713.61,59.00,51.80,76.98,130.00,8.00,0.00,30.21,null,10.00,14.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,K46U 020455Z AUTO 13008G14KT 10SM CLR 15/11 A3021 RMK A01,null
46U,2023-09-01 23:55,-111.0424,43.1846,1713.61,57.20,51.80,82.12,120.00,11.00,0.00,30.21,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.20,K46U 020555Z AUTO 12011KT 10SM CLR 14/11 A3021 RMK A01,null
46U,2023-09-02 00:55,-111.0424,43.1846,1713.61,57.20,51.80,82.12,120.00,9.00,0.00,30.22,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.20,K46U 020655Z AUTO 12009KT 10SM CLR 14/11 A3022 RMK A01,null
46U,2023-09-02 01:55,-111.0424,43.1846,1713.61,55.40,51.80,87.65,120.00,12.00,0.00,30.22,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.40,K46U 020755Z AUTO 12012KT 10SM CLR 13/11 A3022 RMK A01,null
46U,2023-09-02 02:55,-111.0424,43.1846,1713.61,55.40,51.80,87.65,null,3.00,0.00,30.22,null,10.00,10.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.40,K46U 020855Z AUTO VRB03G10KT 10SM CLR 13/11 A3022 RMK A01,null
46U,2023-09-02 03:55,-111.0424,43.1846,1713.61,53.60,50.00,87.56,120.00,5.00,0.00,30.23,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.60,K46U 020955Z AUTO 12005KT 10SM CLR 12/10 A3023 RMK A01,null
46U,2023-09-02 04:55,-111.0424,43.1846,1713.61,53.60,50.00,87.56,150.00,5.00,0.00,30.24,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.60,K46U 021055Z AUTO 15005KT 10SM CLR 12/10 A3024 RMK A01,null
46U,2023-09-02 05:55,-111.0424,43.1846,1713.61,53.60,50.00,87.56,130.00,10.00,0.00,30.25,null,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.60,K46U 021155Z AUTO 13010KT 7SM CLR 12/10 A3025 RMK A01,null
46U,2023-09-02 06:50,-111.0424,43.1846,1713.61,53.60,50.00,87.56,120.00,8.00,0.00,30.24,null,10.00,null,SCT,null,null,null,12000.00,null,null,null,null,null,null,null,null,null,null,53.60,K46U 021250Z AUTO 12008KT 10SM SCT120 12/10 A3024 RMK A01,null
46U,2023-09-02 07:55,-111.0424,43.1846,1713.61,53.60,50.00,87.56,140.00,6.00,0.00,30.27,null,4.00,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,53.60,K46U 021355Z AUTO 14006KT 4SM HZ CLR 12/10 A3027 RMK A01,null
46U,2023-09-02 08:55,-111.0424,43.1846,1713.61,57.20,51.80,82.12,130.00,8.00,0.00,30.28,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.20,K46U 021455Z AUTO 13008KT 10SM CLR 14/11 A3028 RMK A01,null
46U,2023-09-02 09:55,-111.0424,43.1846,1713.61,62.60,51.80,67.75,220.00,5.00,0.00,30.28,null,10.00,null,FEW,BKN,null,null,7000.00,8500.00,null,null,null,null,null,null,null,null,null,62.60,K46U 021555Z AUTO 22005KT 10SM FEW070 BKN085 17/11 A3028 RMK A01,null
46U,2023-09-02 10:55,-111.0424,43.1846,1713.61,62.60,51.80,67.75,0.00,0.00,0.00,30.28,null,10.00,null,BKN,OVC,null,null,6000.00,9000.00,null,null,null,null,null,null,null,null,null,62.60,K46U 021655Z AUTO 00000KT 10SM BKN060 OVC090 17/11 A3028 RMK A01,null
46U,2023-09-02 11:55,-111.0424,43.1846,1713.61,68.00,50.00,52.51,0.00,0.00,0.00,30.27,null,9.00,null,FEW,BKN,BKN,null,6500.00,8000.00,9000.00,null,null,null,null,null,null,null,null,68.00,K46U 021755Z AUTO 00000KT 9SM FEW065 BKN080 BKN090 20/10 A3027 RMK A01,null
46U,2023-09-02 12:55,-111.0424,43.1846,1713.61,69.80,53.60,56.38,330.00,5.00,0.00,30.26,null,10.00,null,FEW,SCT,OVC,null,6000.00,8000.00,9000.00,null,null,null,null,null,null,null,null,69.80,K46U 021855Z AUTO 33005KT 10SM FEW060 SCT080 OVC090 21/12 A3026 RMK A01,null
46U,2023-09-02 13:55,-111.0424,43.1846,1713.61,68.00,53.60,59.97,10.00,4.00,0.00,30.26,null,10.00,null,SCT,OVC,null,null,7000.00,8500.00,null,null,null,null,null,null,null,null,null,68.00,K46U 021955Z AUTO 01004KT 10SM SCT070 OVC085 20/12 A3026 RMK A01,null
46U,2023-09-02 14:55,-111.0424,43.1846,1713.61,71.60,53.60,53.03,null,4.00,0.00,30.25,null,10.00,null,SCT,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,71.60,K46U 022055Z AUTO VRB04KT 10SM SCT110 22/12 A3025 RMK A01,null
46U,2023-09-02 15:55,-111.0424,43.1846,1713.61,71.60,51.80,49.64,0.00,0.00,0.00,30.23,null,9.00,null,FEW,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,71.60,K46U 022155Z AUTO 00000KT 9SM FEW110 22/11 A3023 RMK A01,null
46U,2023-09-02 16:55,-111.0424,43.1846,1713.61,71.60,53.60,53.03,0.00,0.00,0.00,30.22,null,9.00,null,FEW,BKN,null,null,6000.00,11000.00,null,null,null,null,null,null,null,null,null,71.60,K46U 022255Z AUTO 00000KT 9SM FEW060 BKN110 22/12 A3022 RMK A01,null
46U,2023-09-02 17:55,-111.0424,43.1846,1713.61,73.40,55.40,53.29,310.00,5.00,0.00,30.21,null,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.40,K46U 022355Z AUTO 31005KT 9SM CLR 23/13 A3021 RMK A01,null
46U,2023-09-02 18:55,-111.0424,43.1846,1713.61,69.80,57.20,64.26,0.00,0.00,0.00,30.21,null,10.00,null,SCT,null,null,null,9000.00,null,null,null,null,null,null,null,null,null,null,69.80,K46U 030055Z AUTO 00000KT 10SM SCT090 21/14 A3021 RMK A01,null
46U,2023-09-02 19:55,-111.0424,43.1846,1713.61,66.20,57.20,72.74,120.00,3.00,0.00,30.21,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.20,K46U 030155Z AUTO 12003KT 10SM CLR 19/14 A3021 RMK A01,null
46U,2023-09-02 20:55,-111.0424,43.1846,1713.61,60.80,55.40,82.37,0.00,0.00,0.00,30.23,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.80,K46U 030255Z AUTO 00000KT 10SM CLR 16/13 A3023 RMK A01,null
46U,2023-09-02 21:55,-111.0424,43.1846,1713.61,60.80,53.60,77.14,150.00,5.00,0.00,30.25,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.80,K46U 030355Z AUTO 15005KT 10SM CLR 16/12 A3025 RMK A01,null
46U,2023-09-02 22:55,-111.0424,43.1846,1713.61,57.20,51.80,82.12,0.00,0.00,0.00,30.24,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.20,K46U 030455Z AUTO 00000KT 10SM CLR 14/11 A3024 RMK A01,null
46U,2023-09-02 23:55,-111.0424,43.1846,1713.61,57.20,53.60,87.74,null,3.00,0.00,30.25,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.20,K46U 030555Z AUTO VRB03KT 10SM CLR 14/12 A3025 RMK A01,null
46U,2023-09-03 00:55,-111.0424,43.1846,1713.61,55.40,51.80,87.65,null,4.00,0.00,30.25,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.40,K46U 030655Z AUTO VRB04KT 10SM CLR 13/11 A3025 RMK A01,null
46U,2023-09-03 01:55,-111.0424,43.1846,1713.61,55.40,51.80,87.65,0.00,0.00,0.00,30.24,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.40,K46U 030755Z AUTO 00000KT 10SM CLR 13/11 A3024 RMK A01,null
46U,2023-09-03 02:55,-111.0424,43.1846,1713.61,53.60,50.00,87.56,120.00,9.00,0.00,30.24,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.60,K46U 030855Z AUTO 12009KT 10SM CLR 12/10 A3024 RMK A01,null
46U,2023-09-03 03:55,-111.0424,43.1846,1713.61,55.40,50.00,81.99,120.00,6.00,0.00,30.23,null,10.00,12.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.40,K46U 030955Z AUTO 12006G12KT 10SM CLR 13/10 A3023 RMK A01,null
46U,2023-09-03 04:55,-111.0424,43.1846,1713.61,51.80,50.00,93.55,0.00,0.00,0.00,30.23,null,10.00,null,OVC,null,null,null,6000.00,null,null,null,null,null,null,null,null,null,null,51.80,K46U 031055Z AUTO 00000KT 10SM OVC060 11/10 A3023 RMK A01,null
46U,2023-09-03 05:55,-111.0424,43.1846,1713.61,53.60,48.20,81.87,120.00,9.00,0.00,30.21,null,10.00,null,FEW,SCT,OVC,null,6000.00,7000.00,8000.00,null,null,null,null,null,null,null,null,53.60,K46U 031155Z AUTO 12009KT 10SM FEW060 SCT070 OVC080 12/09 A3021 RMK A01,null
46U,2023-09-03 06:55,-111.0424,43.1846,1713.61,53.60,48.20,81.87,130.00,7.00,0.00,30.20,null,10.00,null,FEW,BKN,OVC,null,6500.00,8000.00,9500.00,null,null,null,null,null,null,null,null,53.60,K46U 031255Z AUTO 13007KT 10SM FEW065 BKN080 OVC095 12/09 A3020 RMK A01,null
46U,2023-09-03 07:55,-111.0424,43.1846,1713.61,53.60,48.20,81.87,130.00,8.00,0.00,30.19,null,6.00,null,SCT,OVC,null,null,7000.00,8500.00,null,null,HZ,null,null,null,null,null,null,53.60,K46U 031355Z AUTO 13008KT 6SM HZ SCT070 OVC085 12/09 A3019 RMK A01,null
46U,2023-09-03 08:55,-111.0424,43.1846,1713.61,55.40,48.20,76.66,null,5.00,0.00,30.19,null,10.00,11.00,FEW,FEW,OVC,null,5000.00,6000.00,9500.00,null,null,null,null,null,null,null,null,55.40,K46U 031455Z AUTO VRB05G11KT 10SM FEW050 FEW060 OVC095 13/09 A3019 RMK A01,null
46U,2023-09-03 09:55,-111.0424,43.1846,1713.61,59.00,51.80,76.98,null,5.00,0.00,30.17,null,10.00,null,SCT,BKN,BKN,null,5000.00,6500.00,8000.00,null,null,null,null,null,null,null,null,59.00,K46U 031555Z AUTO VRB05KT 10SM SCT050 BKN065 BKN080 15/11 A3017 RMK A01,null
46U,2023-09-03 10:55,-111.0424,43.1846,1713.61,62.60,55.40,77.29,0.00,0.00,0.00,30.16,null,10.00,null,SCT,BKN,null,null,9000.00,12000.00,null,null,null,null,null,null,null,null,null,62.60,K46U 031655Z AUTO 00000KT 10SM SCT090 BKN120 17/13 A3016 RMK A01,null
46U,2023-09-03 11:55,-111.0424,43.1846,1713.61,68.00,53.60,59.97,null,3.00,0.00,30.11,null,9.00,null,FEW,SCT,null,null,6500.00,8000.00,null,null,null,null,null,null,null,null,null,68.00,K46U 031755Z AUTO VRB03KT 9SM FEW065 SCT080 20/12 A3011 RMK A01,null
46U,2023-09-03 12:55,-111.0424,43.1846,1713.61,60.80,57.20,87.92,20.00,8.00,0.06,30.11,null,7.00,14.00,BKN,BKN,null,null,6500.00,8000.00,null,null,null,null,null,null,null,null,null,60.80,K46U 031855Z AUTO 02008G14KT 7SM BKN065 BKN080 16/14 A3011 RMK A01 P0006,null
46U,2023-09-03 13:55,-111.0424,43.1846,1713.61,66.20,57.20,72.74,null,4.00,0.00,30.06,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.20,K46U 031955Z AUTO VRB04KT 10SM CLR 19/14 A3006 RMK A01,null
46U,2023-09-03 14:55,-111.0424,43.1846,1713.61,68.00,55.40,64.04,330.00,6.00,0.00,30.04,null,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,K46U 032055Z AUTO 33006KT 10SM CLR 20/13 A3004 RMK A01,null
46U,2023-09-03 15:55,-111.0424,43.1846,1713.61,69.80,57.20,64.26,310.00,12.00,0.00,30.00,null,10.00,null,FEW,null,null,null,9000.00,null,null,null,null,null,null,null,null,null,null,69.80,K46U 032155Z AUTO 31012KT 10SM FEW090 21/14 A3000 RMK A01,null
46U,2023-09-03 16:55,-111.0424,43.1846,1713.61,60.80,59.00,93.79,320.00,7.00,0.01,29.99,null,8.00,13.00,FEW,BKN,OVC,null,100.00,5000.00,8000.00,null,null,null,null,null,null,null,null,60.80,K46U 032255Z AUTO 32007G13KT 8SM FEW001 BKN050 OVC080 16/15 A2999 RMK A01 P0001,null
46U,2023-09-03 17:55,-111.0424,43.1846,1713.61,60.80,59.00,93.79,0.00,0.00,0.11,29.98,null,8.00,null,FEW,SCT,BKN,null,2800.00,4000.00,5500.00,null,null,null,null,null,null,null,null,60.80,K46U 032355Z AUTO 00000KT 8SM FEW028 SCT040 BKN055 16/15 A2998 RMK A01 P0011,null
46U,2023-09-03 18:55,-111.0424,43.1846,1713.61,59.00,53.60,82.25,320.00,11.00,0.05,30.02,null,10.00,null,FEW,SCT,OVC,null,2400.00,5500.00,8000.00,null,null,null,null,null,null,null,null,59.00,K46U 040055Z AUTO 32011KT 10SM FEW024 SCT055 OVC080 15/12 A3002 RMK A01 P0005,null
46U,2023-09-03 19:55,-111.0424,43.1846,1713.61,57.20,53.60,87.74,330.00,9.00,0.11,30.05,null,3.00,null,FEW,BKN,OVC,null,300.00,2500.00,8000.00,null,BR,null,null,null,null,null,null,57.20,K46U 040155Z AUTO 33009KT 3SM BR FEW003 BKN025 OVC080 14/12 A3005 RMK A01 P0011,null
46U,2023-09-03 20:55,-111.0424,43.1846,1713.61,57.20,55.40,93.69,330.00,5.00,0.02,30.09,null,10.00,null,FEW,SCT,BKN,null,1300.00,2100.00,3500.00,null,null,null,null,null,null,null,null,57.20,K46U 040255Z AUTO 33005KT 10SM FEW013 SCT021 BKN035 14/13 A3009 RMK A01 P0002,null
46U,2023-09-03 21:55,-111.0424,43.1846,1713.61,55.40,53.60,93.65,null,4.00,0.04,30.06,null,10.00,null,FEW,FEW,OVC,null,2000.00,4900.00,7000.00,null,null,null,null,null,null,null,null,55.40,K46U 040355Z AUTO VRB04KT 10SM FEW020 FEW049 OVC070 13/12 A3006 RMK A01 P0004,null
46U,2023-09-03 22:55,-111.0424,43.1846,1713.61,53.60,51.80,93.60,140.00,8.00,0.00,30.01,null,10.00,14.00,FEW,FEW,OVC,null,6500.00,9000.00,11000.00,null,null,null,null,null,null,null,null,53.60,K46U 040455Z AUTO 14008G14KT 10SM FEW065 FEW090 OVC110 12/11 A3001 RMK A01,null
46U,2023-09-03 23:55,-111.0424,43.1846,1713.61,53.60,50.00,87.56,null,4.00,0.00,29.99,null,10.00,10.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.60,K46U 040555Z AUTO VRB04G10KT 10SM CLR 12/10 A2999 RMK A01,null
46U,2023-09-04 00:55,-111.0424,43.1846,1713.61,53.60,50.00,87.56,110.00,7.00,0.00,29.98,null,10.00,null,FEW,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,53.60,K46U 040655Z AUTO 11007KT 10SM FEW110 12/10 A2998 RMK A01,null
46U,2023-09-04 01:55,-111.0424,43.1846,1713.61,51.80,50.00,93.55,100.00,4.00,0.00,29.97,null,10.00,null,FEW,FEW,null,null,9000.00,11000.00,null,null,null,null,null,null,null,null,null,51.80,K46U 040755Z AUTO 10004KT 10SM FEW090 FEW110 11/10 A2997 RMK A01,null
46U,2023-09-04 02:55,-111.0424,43.1846,1713.61,51.80,50.00,93.55,null,4.00,0.00,29.95,null,10.00,11.00,FEW,FEW,SCT,null,7000.00,9500.00,12000.00,null,null,null,null,null,null,null,null,51.80,K46U 040855Z AUTO VRB04G11KT 10SM FEW070 FEW095 SCT120 11/10 A2995 RMK A01,null
46U,2023-09-04 03:55,-111.0424,43.1846,1713.61,51.80,50.00,93.55,0.00,0.00,0.00,29.95,null,10.00,null,BKN,OVC,null,null,5000.00,6000.00,null,null,null,null,null,null,null,null,null,51.80,K46U 040955Z AUTO 00000KT 10SM BKN050 OVC060 11/10 A2995 RMK A01,null
46U,2023-09-04 04:55,-111.0424,43.1846,1713.61,51.80,50.00,93.55,90.00,3.00,0.00,29.94,null,10.00,null,BKN,BKN,OVC,null,2900.00,3700.00,4600.00,null,null,null,null,null,null,null,null,51.80,K46U 041055Z AUTO 09003KT 10SM BKN029 BKN037 OVC046 11/10 A2994 RMK A01,null
46U,2023-09-04 05:55,-111.0424,43.1846,1713.61,51.80,51.80,100.00,140.00,3.00,0.17,29.93,null,3.00,null,SCT,BKN,OVC,null,600.00,2300.00,5500.00,null,BR,null,null,null,null,null,null,51.80,K46U 041155Z AUTO 14003KT 3SM BR SCT006 BKN023 OVC055 11/11 A2993 RMK A01 P0017,null
46U,2023-09-04 06:55,-111.0424,43.1846,1713.61,51.80,51.80,100.00,0.00,0.00,0.05,29.92,null,7.00,null,SCT,BKN,OVC,null,400.00,2500.00,3700.00,null,null,null,null,null,null,null,null,51.80,K46U 041255Z AUTO 00000KT 7SM SCT004 BKN025 OVC037 11/11 A2992 RMK A01 P0005,null
46U,2023-09-04 07:55,-111.0424,43.1846,1713.61,51.80,51.80,100.00,0.00,0.00,0.03,29.91,null,9.00,null,SCT,BKN,OVC,null,3900.00,4800.00,8500.00,null,null,null,null,null,null,null,null,51.80,K46U 041355Z AUTO 00000KT 9SM SCT039 BKN048 OVC085 11/11 A2991 RMK A01 P0003,null
46U,2023-09-04 08:55,-111.0424,43.1846,1713.61,51.80,50.00,93.55,270.00,4.00,0.04,29.91,null,10.00,null,FEW,BKN,OVC,null,2000.00,3200.00,4800.00,null,null,null,null,null,null,null,null,51.80,K46U 041455Z AUTO 27004KT 10SM FEW020 BKN032 OVC048 11/10 A2991 RMK A01 P0004,null
46U,2023-09-04 09:55,-111.0424,43.1846,1713.61,51.80,50.00,93.55,null,5.00,0.00,29.92,null,9.00,11.00,BKN,OVC,null,null,2900.00,3900.00,null,null,null,null,null,null,null,null,null,51.80,K46U 041555Z AUTO VRB05G11KT 9SM BKN029 OVC039 11/10 A2992 RMK A01,null
46U,2023-09-04 10:55,-111.0424,43.1846,1713.61,51.80,50.00,93.55,0.00,0.00,0.01,29.94,null,10.00,null,BKN,OVC,null,null,2100.00,2600.00,null,null,null,null,null,null,null,null,null,51.80,K46U 041655Z AUTO 00000KT 10SM BKN021 OVC026 11/10 A2994 RMK A01 P0001,null
46U,2023-09-04 11:55,-111.0424,43.1846,1713.61,53.60,50.00,87.56,null,6.00,0.00,29.95,null,10.00,null,FEW,BKN,BKN,null,1700.00,2500.00,3800.00,null,null,null,null,null,null,null,null,53.60,K46U 041755Z AUTO VRB06KT 10SM FEW017 BKN025 BKN038 12/10 A2995 RMK A01,null
46U,2023-09-04 12:55,-111.0424,43.1846,1713.61,53.60,51.80,93.60,null,4.00,0.02,29.96,null,4.00,null,BKN,BKN,null,null,1600.00,2100.00,null,null,BR,null,null,null,null,null,null,53.60,K46U 041855Z AUTO VRB04KT 4SM BR BKN016 BKN021 12/11 A2996 RMK A01 P0002,null
46U,2023-09-04 13:55,-111.0424,43.1846,1713.61,53.60,51.80,93.60,0.00,0.00,0.00,29.97,null,10.00,null,SCT,BKN,OVC,null,1500.00,2200.00,3500.00,null,null,null,null,null,null,null,null,53.60,K46U 041955Z AUTO 00000KT 10SM SCT015 BKN022 OVC035 12/11 A2997 RMK A01,null
46U,2023-09-04 14:55,-111.0424,43.1846,1713.61,53.60,51.80,93.60,null,4.00,0.00,29.98,null,10.00,null,SCT,OVC,null,null,2200.00,2900.00,null,null,null,null,null,null,null,null,null,53.60,K46U 042055Z AUTO VRB04KT 10SM SCT022 OVC029 12/11 A2998 RMK A01,null
46U,2023-09-04 15:55,-111.0424,43.1846,1713.61,55.40,50.00,81.99,0.00,0.00,0.00,30.00,null,10.00,null,SCT,BKN,OVC,null,1800.00,2300.00,4000.00,null,null,null,null,null,null,null,null,55.40,K46U 042155Z AUTO 00000KT 10SM SCT018 BKN023 OVC040 13/10 A3000 RMK A01,null
46U,2023-09-04 16:55,-111.0424,43.1846,1713.61,53.60,50.00,87.56,300.00,6.00,0.05,30.02,null,10.00,null,BKN,OVC,null,null,1900.00,2700.00,null,null,null,null,null,null,null,null,null,53.60,K46U 042255Z AUTO 30006KT 10SM BKN019 OVC027 12/10 A3002 RMK A01 P0005,null
