station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
P60,2023-09-01 00:56,-110.4211,44.5444,2368.00,46.00,34.00,62.71,null,3.00,0.00,30.18,1015.20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44.69,KP60 010656Z AUTO VRB03KT 08/01 A3018 RMK AO1 SLP152 T00780011 401941006,null
P60,2023-09-01 01:56,-110.4211,44.5444,2368.00,46.00,37.00,70.64,0.00,0.00,0.00,30.17,1014.30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.00,KP60 010756Z AUTO 00000KT 08/03 A3017 RMK AO1 SLP143 T00780028,null
P60,2023-09-01 02:56,-110.4211,44.5444,2368.00,42.00,36.00,79.11,310.00,3.00,0.00,30.14,1013.80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40.12,KP60 010856Z AUTO 31003KT 06/02 A3014 RMK AO1 SLP138 T00560022 50008,null
P60,2023-09-01 03:56,-110.4211,44.5444,2368.00,40.00,35.00,82.15,0.00,0.00,0.00,30.13,1013.40,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40.00,KP60 010956Z AUTO 00000KT 04/02 A3013 RMK AO1 SLP134 T00440017,null
P60,2023-09-01 04:56,-110.4211,44.5444,2368.00,39.00,35.00,85.42,310.00,3.00,0.00,30.13,1013.30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36.69,KP60 011056Z AUTO 31003KT 04/02 A3013 RMK AO1 SLP133 T00390017,null
P60,2023-09-01 05:56,-110.4211,44.5444,2368.00,38.00,36.00,92.42,290.00,3.00,0.00,30.13,1013.50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35.55,KP60 011156Z AUTO 29003KT 03/02 A3013 RMK AO1 SLP135 T00330022 10122 20033 56005,null
P60,2023-09-01 06:56,-110.4211,44.5444,2368.00,38.00,36.00,92.42,310.00,3.00,0.00,30.13,1013.90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35.55,KP60 011256Z AUTO 31003KT 03/02 A3013 RMK AO1 SLP139 T00330022,null
P60,2023-09-01 07:56,-110.4211,44.5444,2368.00,43.00,38.00,82.37,0.00,0.00,0.00,30.15,1015.90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.00,KP60 011356Z AUTO 00000KT 06/03 A3015 RMK AO1 SLP159 T00610033,null
P60,2023-09-01 08:56,-110.4211,44.5444,2368.00,52.00,45.00,76.94,0.00,0.00,0.00,30.17,1015.70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,52.00,KP60 011456Z AUTO 00000KT 11/07 A3017 RMK AO1 SLP157 T01110072 53012,null
P60,2023-09-01 09:56,-110.4211,44.5444,2368.00,64.00,41.00,42.88,0.00,0.00,0.00,30.17,1014.60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.00,KP60 011556Z AUTO 00000KT 18/05 A3017 RMK AO1 SLP146 T01780050,null
P60,2023-09-01 10:56,-110.4211,44.5444,2368.00,67.00,41.00,38.63,0.00,0.00,0.00,30.18,1015.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KP60 011656Z AUTO 00000KT 19/05 A3018 RMK AO1 SLP150 T01940050,null
P60,2023-09-01 11:56,-110.4211,44.5444,2368.00,68.00,46.00,45.19,0.00,0.00,0.00,30.19,1015.20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KP60 011756Z AUTO 00000KT 20/08 A3019 RMK AO1 SLP152 T02000078 10200 20033 53005,null
P60,2023-09-01 12:56,-110.4211,44.5444,2368.00,70.00,41.00,34.85,240.00,3.00,0.00,30.19,1014.10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.00,KP60 011856Z AUTO 24003KT 21/05 A3019 RMK AO1 SLP141 T02110050,null
P60,2023-09-01 13:56,-110.4211,44.5444,2368.00,65.00,43.00,44.73,280.00,7.00,0.00,30.21,1015.40,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KP60 011956Z AUTO 28007KT 230V300 18/06 A3021 RMK AO1 SLP154 T01830061,null
P60,2023-09-01 14:56,-110.4211,44.5444,2368.00,69.00,43.00,38.95,null,5.00,0.00,30.22,1015.60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.00,KP60 012056Z AUTO VRB05KT 21/06 A3022 RMK AO1 SLP156 T02060061 53007,null
P60,2023-09-01 15:56,-110.4211,44.5444,2368.00,68.00,44.00,41.88,null,6.00,0.00,30.23,1016.50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KP60 012156Z AUTO VRB06KT 20/07 A3023 RMK AO1 SLP165 T02000067,null
P60,2023-09-01 16:56,-110.4211,44.5444,2368.00,67.00,41.00,38.63,null,4.00,0.00,30.24,1017.10,null,15.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KP60 012256Z AUTO VRB04G15KT 19/05 A3024 RMK AO1 SLP171 T01940050,null
P60,2023-09-01 17:56,-110.4211,44.5444,2368.00,66.00,42.00,41.57,null,5.00,0.00,30.24,1017.50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.00,KP60 012356Z AUTO VRB05KT 19/06 A3024 RMK AO1 SLP175 T01890056 10217 20183 51006,null
P60,2023-09-01 18:56,-110.4211,44.5444,2368.00,63.00,47.00,55.85,270.00,4.00,0.00,30.25,1018.20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KP60 020056Z AUTO 27004KT 17/08 A3025 RMK AO1 SLP182 T01720083,null
P60,2023-09-01 19:56,-110.4211,44.5444,2368.00,52.00,51.00,96.37,0.00,0.00,0.16,30.28,1020.20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28.00,200.00,2023-09-01 19:05,52.00,KP60 020156Z AUTO 00000KT 11/11 A3028 RMK AO1 PK WND 20028/0105 SLP202 P0016 T01110106,null
P60,2023-09-01 20:56,-110.4211,44.5444,2368.00,52.00,50.00,92.86,280.00,3.00,0.00,30.31,1020.20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,52.00,KP60 020256Z AUTO 28003KT 11/10 A3031 RMK AO1 SLP202 60016 T01110100 53021,null
P60,2023-09-01 21:56,-110.4211,44.5444,2368.00,51.00,50.00,96.36,0.00,0.00,0.00,30.32,1018.70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51.00,KP60 020356Z AUTO 00000KT 11/10 A3032 RMK AO1 SLP187 T01060100,null
P60,2023-09-01 22:56,-110.4211,44.5444,2368.00,48.00,47.00,96.31,280.00,3.00,0.00,30.32,1018.80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.98,KP60 020456Z AUTO 28003KT 09/08 A3032 RMK AO1 SLP188 T00890083,null
P60,2023-09-01 23:56,-110.4211,44.5444,2368.00,47.00,46.00,96.29,0.00,0.00,0.00,30.33,1019.10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47.00,KP60 020556Z AUTO 00000KT 08/08 A3033 RMK AO1 SLP191 60016 T00830078 10183 20083 53004,null
P60,2023-09-02 00:56,-110.4211,44.5444,2368.00,45.00,44.00,96.26,0.00,0.00,0.00,30.34,1019.40,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45.00,KP60 020656Z AUTO 00000KT 07/07 A3034 RMK AO1 SLP194 T00720067 402170033,null
P60,2023-09-02 01:56,-110.4211,44.5444,2368.00,43.00,42.00,96.23,0.00,0.00,0.00,30.33,1020.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.00,KP60 020756Z AUTO 00000KT 06/06 A3033 RMK AO1 SLP200 T00610056,null
P60,2023-09-02 02:56,-110.4211,44.5444,2368.00,42.00,42.00,100.00,0.00,0.00,0.00,30.32,1019.30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.00,KP60 020856Z AUTO 00000KT 06/06 A3032 RMK AO1 SLP193 T00560056 58002,null
P60,2023-09-02 03:56,-110.4211,44.5444,2368.00,42.00,42.00,100.00,0.00,0.00,0.00,30.32,1019.70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.00,KP60 020956Z AUTO 00000KT 06/06 A3032 RMK AO1 SLP197 T00560056,null
P60,2023-09-02 04:56,-110.4211,44.5444,2368.00,42.00,42.00,100.00,0.00,0.00,0.00,30.33,1020.10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.00,KP60 021056Z AUTO 00000KT 06/06 A3033 RMK AO1 SLP201 T00560056,null
P60,2023-09-02 05:56,-110.4211,44.5444,2368.00,43.00,42.00,96.23,0.00,0.00,0.00,30.35,1020.60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.00,KP60 021156Z AUTO 00000KT 06/06 A3035 RMK AO1 SLP206 70016 T00610056 10083 20056 53007,null
P60,2023-09-02 06:56,-110.4211,44.5444,2368.00,44.00,44.00,100.00,0.00,0.00,0.00,30.36,1021.40,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44.00,KP60 021256Z AUTO 00000KT 07/07 A3036 RMK AO1 SLP214 T00670067,null
P60,2023-09-02 07:56,-110.4211,44.5444,2368.00,45.00,44.00,96.26,0.00,0.00,0.00,30.37,1023.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45.00,KP60 021356Z AUTO 00000KT 07/07 A3037 RMK AO1 SLP230 T00720067,null
P60,2023-09-02 08:56,-110.4211,44.5444,2368.00,53.00,50.00,89.51,0.00,0.00,0.00,30.37,1022.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.00,KP60 021456Z AUTO 00000KT 12/10 A3037 RMK AO1 SLP220 T01170100 51007,null
P60,2023-09-02 09:56,-110.4211,44.5444,2368.00,56.00,49.00,77.29,0.00,0.00,0.00,30.38,1022.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56.00,KP60 021556Z AUTO 00000KT 13/09 A3038 RMK AO1 SLP220 T01330094,null
P60,2023-09-02 10:56,-110.4211,44.5444,2368.00,56.00,50.00,80.23,0.00,0.00,0.00,30.39,1023.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56.00,KP60 021656Z AUTO 00000KT 13/10 A3039 RMK AO1 SLP230 T01330100,null
P60,2023-09-02 11:56,-110.4211,44.5444,2368.00,62.00,49.00,62.36,0.00,0.00,0.00,30.38,1021.70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.00,KP60 021756Z AUTO 00000KT 17/09 A3038 RMK AO1 SLP217 T01670094 10167 20061 50001,null
P60,2023-09-02 12:56,-110.4211,44.5444,2368.00,59.00,47.00,64.36,null,4.00,0.00,30.38,1022.60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KP60 021856Z AUTO VRB04KT 15/08 A3038 RMK AO1 SLP226 T01500083,null
P60,2023-09-02 13:56,-110.4211,44.5444,2368.00,60.00,47.00,62.11,null,4.00,0.00,30.38,1022.70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.00,KP60 021956Z AUTO VRB04KT 16/08 A3038 RMK AO1 SLP227 T01560083,null
P60,2023-09-02 14:56,-110.4211,44.5444,2368.00,63.00,48.00,57.99,null,null,0.00,30.37,1022.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KP60 022056Z AUTO 17/09 A3037 RMK AO1 SLP220 T01720089 58002,null
P60,2023-09-02 15:56,-110.4211,44.5444,2368.00,65.00,47.00,52.07,null,5.00,0.00,30.36,1021.20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KP60 022156Z AUTO VRB05KT 18/08 A3036 RMK AO1 SLP212 T01830083,null
P60,2023-09-02 16:56,-110.4211,44.5444,2368.00,65.00,47.00,52.07,null,null,0.00,30.35,1020.90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KP60 022256Z AUTO 18/08 A3035 RMK AO1 SLP209 T01830083,null
P60,2023-09-02 17:56,-110.4211,44.5444,2368.00,63.00,46.00,53.78,280.00,4.00,0.00,30.35,1021.10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KP60 022356Z AUTO 28004KT 17/08 A3035 RMK AO1 SLP211 T01720078 10194 20150 56007,null
P60,2023-09-02 18:56,-110.4211,44.5444,2368.00,63.00,48.00,57.99,0.00,0.00,0.00,30.34,1020.60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KP60 030056Z AUTO 00000KT 17/09 A3034 RMK AO1 SLP206 T01720089,null
P60,2023-09-02 19:56,-110.4211,44.5444,2368.00,55.00,50.00,83.20,0.00,0.00,0.00,30.34,1021.80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.00,KP60 030156Z AUTO 00000KT 13/10 A3034 RMK AO1 SLP218 T01280100,null
P60,2023-09-02 20:56,-110.4211,44.5444,2368.00,50.00,47.00,89.37,0.00,0.00,0.00,30.37,1022.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,KP60 030256Z AUTO 00000KT 10/08 A3037 RMK AO1 SLP220 T01000083 53005,null
P60,2023-09-02 21:56,-110.4211,44.5444,2368.00,49.00,46.00,89.33,0.00,0.00,0.00,30.37,1021.90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.00,KP60 030356Z AUTO 00000KT 09/08 A3037 RMK AO1 SLP219 T00940078,null
P60,2023-09-02 22:56,-110.4211,44.5444,2368.00,47.00,45.00,92.71,0.00,0.00,0.00,30.37,1022.20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47.00,KP60 030456Z AUTO 00000KT 08/07 A3037 RMK AO1 SLP222 T00830072,null
P60,2023-09-02 23:56,-110.4211,44.5444,2368.00,46.00,44.00,92.68,290.00,3.00,0.00,30.37,1021.50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44.69,KP60 030556Z AUTO 29003KT 08/07 A3037 RMK AO1 SLP215 T00780067 10178 20078 50001,null
P60,2023-09-03 00:56,-110.4211,44.5444,2368.00,45.00,43.00,92.65,300.00,3.00,0.00,30.36,1021.90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.55,KP60 030656Z AUTO 30003KT 07/06 A3036 RMK AO1 SLP219 T00720061 401940056,null
P60,2023-09-03 01:56,-110.4211,44.5444,2368.00,43.00,42.00,96.23,0.00,0.00,0.00,30.35,1021.50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.00,KP60 030756Z AUTO 00000KT 06/06 A3035 RMK AO1 SLP215 T00610056,null
P60,2023-09-03 02:56,-110.4211,44.5444,2368.00,42.00,41.00,96.21,0.00,0.00,0.00,30.34,1020.90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.00,KP60 030856Z AUTO 00000KT 06/05 A3034 RMK AO1 SLP209 T00560050 58007,null
P60,2023-09-03 03:56,-110.4211,44.5444,2368.00,41.00,40.00,96.19,0.00,0.00,0.00,30.34,1020.70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41.00,KP60 030956Z AUTO 00000KT 05/04 A3034 RMK AO1 SLP207 T00500044,null
P60,2023-09-03 04:56,-110.4211,44.5444,2368.00,41.00,39.00,92.52,0.00,0.00,0.00,30.33,1020.50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41.00,KP60 031056Z AUTO 00000KT 05/04 A3033 RMK AO1 SLP205 T00500039,null
P60,2023-09-03 05:56,-110.4211,44.5444,2368.00,40.00,39.00,96.18,0.00,0.00,0.00,30.32,1020.30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40.00,KP60 031156Z AUTO 00000KT 04/04 A3032 RMK AO1 SLP203 T00440039 10078 20044 58007,null
P60,2023-09-03 06:56,-110.4211,44.5444,2368.00,40.00,39.00,96.18,290.00,3.00,0.00,30.30,1019.60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37.83,KP60 031256Z AUTO 29003KT 04/04 A3030 RMK AO1 SLP196 T00440039,null
P60,2023-09-03 07:56,-110.4211,44.5444,2368.00,44.00,43.00,96.24,0.00,0.00,0.00,30.30,1020.30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44.00,KP60 031356Z AUTO 00000KT 07/06 A3030 RMK AO1 SLP203 T00670061,null
P60,2023-09-03 08:56,-110.4211,44.5444,2368.00,50.00,49.00,96.34,0.00,0.00,0.01,30.30,1020.20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,KP60 031456Z AUTO 00000KT 10/09 A3030 RMK AO1 SLP202 P0001 60001 T01000094 56005,null
P60,2023-09-03 09:56,-110.4211,44.5444,2368.00,52.00,51.00,96.37,0.00,0.00,0.03,30.28,1019.30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,52.00,KP60 031556Z AUTO 00000KT 11/11 A3028 RMK AO1 SLP193 P0003 T01110106,null
P60,2023-09-03 10:56,-110.4211,44.5444,2368.00,55.00,52.00,89.59,0.00,0.00,0.02,30.27,1018.80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.00,KP60 031656Z AUTO 00000KT 13/11 A3027 RMK AO1 SLP188 P0002 T01280111,null
P60,2023-09-03 11:56,-110.4211,44.5444,2368.00,55.00,51.00,86.34,0.00,0.00,0.00,30.24,1017.80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.00,KP60 031756Z AUTO 00000KT 13/11 A3024 RMK AO1 SLP178 60006 T01280106 10128 20044 58016,null
P60,2023-09-03 12:56,-110.4211,44.5444,2368.00,51.00,48.00,89.42,null,5.00,0.02,30.25,1019.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51.00,KP60 031856Z AUTO VRB05KT 11/09 A3025 RMK AO1 SLP190 P0002 T01060089,null
P60,2023-09-03 13:56,-110.4211,44.5444,2368.00,51.00,49.00,92.83,null,null,0.17,30.20,1017.70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51.00,KP60 031956Z AUTO 11/09 A3020 RMK AO1 PRESFR SLP177 P0017 T01060094,null
P60,2023-09-03 14:56,-110.4211,44.5444,2368.00,54.00,51.00,89.55,0.00,0.00,0.02,30.19,1017.10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54.00,KP60 032056Z AUTO 00000KT 12/11 A3019 RMK AO1 SLP171 P0002 60021 T01220106 58012,null
P60,2023-09-03 15:56,-110.4211,44.5444,2368.00,54.00,50.00,86.29,0.00,0.00,0.01,30.18,1016.60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54.00,KP60 032156Z AUTO 00000KT 12/10 A3018 RMK AO1 SLP166 P0001 T01220100,null
P60,2023-09-03 16:56,-110.4211,44.5444,2368.00,53.00,49.00,86.23,0.00,0.00,0.00,30.15,1015.90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.00,KP60 032256Z AUTO 00000KT 12/09 A3015 RMK AO1 SLP159 T01170094,null
P60,2023-09-03 17:56,-110.4211,44.5444,2368.00,49.00,48.00,96.32,0.00,0.00,0.12,30.14,1016.10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.00,KP60 032356Z AUTO 00000KT 09/09 A3014 RMK AO1 SLP161 P0012 60034 T00940089 10156 20094 58015,null
P60,2023-09-03 18:56,-110.4211,44.5444,2368.00,50.00,49.00,96.34,0.00,0.00,0.02,30.12,1015.50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,KP60 040056Z AUTO 00000KT 10/09 A3012 RMK AO1 SLP155 P0002 T01000094,null
P60,2023-09-03 19:56,-110.4211,44.5444,2368.00,49.00,48.00,96.32,0.00,0.00,0.00,30.12,1014.80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.00,KP60 040156Z AUTO 00000KT 09/09 A3012 RMK AO1 SLP148 T00940089,null
P60,2023-09-03 20:56,-110.4211,44.5444,2368.00,48.00,47.00,96.31,null,3.00,0.24,30.15,1015.30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.98,KP60 040256Z AUTO VRB03KT 09/08 A3015 RMK AO1 SLP153 P0024 60026 T00890083 53004,null
P60,2023-09-03 21:56,-110.4211,44.5444,2368.00,48.00,48.00,100.00,0.00,0.00,0.11,30.15,1015.10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48.00,KP60 040356Z AUTO 00000KT 09/09 A3015 RMK AO1 SLP151 P0011 T00890089,null
P60,2023-09-03 22:56,-110.4211,44.5444,2368.00,48.00,46.00,92.74,null,3.00,0.07,30.12,1013.30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.98,KP60 040456Z AUTO VRB03KT 09/08 A3012 RMK AO1 SLP133 P0007 T00890078,null
P60,2023-09-03 23:56,-110.4211,44.5444,2368.00,48.00,46.00,92.74,0.00,0.00,0.00,30.06,1011.30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48.00,KP60 040556Z AUTO 00000KT 09/08 A3006 RMK AO1 SLP113 60044 T00890078 10106 20083 58024,null
P60,2023-09-04 00:56,-110.4211,44.5444,2368.00,46.00,45.00,96.28,0.00,0.00,0.00,30.05,1011.60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.00,KP60 040656Z AUTO 00000KT 08/07 A3005 RMK AO1 SLP116 T00780072 401560044,null
P60,2023-09-04 01:56,-110.4211,44.5444,2368.00,44.00,43.00,96.24,290.00,3.00,0.00,30.02,1011.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.41,KP60 040756Z AUTO 29003KT 07/06 A3002 RMK AO1 SLP110 T00670061,null
P60,2023-09-04 02:56,-110.4211,44.5444,2368.00,45.00,44.00,96.26,0.00,0.00,0.00,30.02,1010.30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45.00,KP60 040856Z AUTO 00000KT 07/07 A3002 RMK AO1 SLP103 T00720067 56012,null
P60,2023-09-04 03:56,-110.4211,44.5444,2368.00,45.00,45.00,100.00,0.00,0.00,0.00,30.02,1010.20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45.00,KP60 040956Z AUTO 00000KT 07/07 A3002 RMK AO1 SLP102 T00720072,null
P60,2023-09-04 04:56,-110.4211,44.5444,2368.00,45.00,45.00,100.00,0.00,0.00,0.00,30.01,1010.30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45.00,KP60 041056Z AUTO 00000KT 07/07 A3001 RMK AO1 SLP103 T00720072,null
P60,2023-09-04 05:56,-110.4211,44.5444,2368.00,45.00,44.00,96.26,0.00,0.00,0.00,30.00,1010.60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45.00,KP60 041156Z AUTO 00000KT 07/07 A3000 RMK AO1 SLP106 70084 T00720067 10089 20061 58004,null
P60,2023-09-04 06:56,-110.4211,44.5444,2368.00,45.00,44.00,96.26,0.00,0.00,0.01,29.98,1009.60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45.00,KP60 041256Z AUTO 00000KT 07/07 A2998 RMK AO1 SLP096 P0001 T00720067,null
P60,2023-09-04 07:56,-110.4211,44.5444,2368.00,46.00,45.00,96.28,0.00,0.00,0.00,29.98,1009.50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.00,KP60 041356Z AUTO 00000KT 08/07 A2998 RMK AO1 SLP095 T00780072,null
P60,2023-09-04 08:56,-110.4211,44.5444,2368.00,46.00,44.00,92.68,0.00,0.00,0.00,29.97,1009.50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.00,KP60 041456Z AUTO 00000KT 08/07 A2997 RMK AO1 SLP095 60001 T00780067 56008,null
P60,2023-09-04 09:56,-110.4211,44.5444,2368.00,48.00,44.00,85.95,0.00,0.00,0.00,29.98,1009.30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48.00,KP60 041556Z AUTO 00000KT 09/07 A2998 RMK AO1 SLP093 T00890067,null
P60,2023-09-04 10:56,-110.4211,44.5444,2368.00,48.00,45.00,89.29,0.00,0.00,0.00,29.98,1009.60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48.00,KP60 041656Z AUTO 00000KT 09/07 A2998 RMK AO1 SLP096 T00890072,null
P60,2023-09-04 11:56,-110.4211,44.5444,2368.00,50.00,46.00,86.06,0.00,0.00,0.00,29.98,1009.30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,KP60 041756Z AUTO 00000KT 10/08 A2998 RMK AO1 SLP093 60001 T01000078 10100 20072 51003,null
P60,2023-09-04 12:56,-110.4211,44.5444,2368.00,48.00,45.00,89.29,0.00,0.00,0.01,29.99,1010.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48.00,KP60 041856Z AUTO 00000KT 09/07 A2999 RMK AO1 SLP100 P0001 T00890072,null
P60,2023-09-04 13:56,-110.4211,44.5444,2368.00,50.00,45.00,82.86,null,3.00,0.00,29.99,1010.20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,KP60 041956Z AUTO VRB03KT 10/07 A2999 RMK AO1 SLP102 T01000072,null
P60,2023-09-04 14:56,-110.4211,44.5444,2368.00,49.00,45.00,86.00,null,5.00,0.03,30.01,1010.70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.58,KP60 042056Z AUTO VRB05KT 09/07 A3001 RMK AO1 SLP107 P0003 60004 T00940072 53006,null
P60,2023-09-04 15:56,-110.4211,44.5444,2368.00,48.00,45.00,89.29,0.00,0.00,0.08,30.02,1011.20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48.00,KP60 042156Z AUTO 00000KT 09/07 A3002 RMK AO1 SLP112 P0008 T00890072,null
P60,2023-09-04 16:56,-110.4211,44.5444,2368.00,49.00,44.00,82.79,null,5.00,0.00,30.03,1011.70,null,17.00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.58,KP60 042256Z AUTO VRB05G17KT 09/07 A3003 RMK AO1 SLP117 T00940067,null
P60,2023-09-04 17:56,-110.4211,44.5444,2368.00,47.00,45.00,92.71,null,4.00,0.03,30.06,1012.80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44.94,KP60 042356Z AUTO VRB04KT 08/07 A3006 RMK AO1 SLP128 P0003 60015 T00830072 10106 20078 53013,null
P60,2023-09-04 18:56,-110.4211,44.5444,2368.00,48.00,43.00,82.72,310.00,6.00,0.00,30.08,1013.40,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44.80,KP60 050056Z AUTO 31006KT 09/06 A3008 RMK AO1 SLP134 T00890061,null
P60,2023-09-04 19:56,-110.4211,44.5444,2368.00,46.00,43.00,89.20,270.00,3.00,0.00,30.11,1014.70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44.69,KP60 050156Z AUTO 27003KT 08/06 A3011 RMK AO1 SLP147 T00780061,null
